year,district,district_id,street,city,state,zip,gradespan,enrollment,hdphone,url,supername,chair,teacher_count,district_alt,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,schoolid,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,pct_el,pct_non_el,pct_disabilities,pct_non_di
2020,Cherokee County School District 1,1101999,141 Twin Lake Road,Gaffney,SC,29341,PK-12,7882,864-206-2201,www.cherokee1.org/home,Dr. Dana Fall,Mr. Johnny Sarratt,589,Cherokee 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,18.1,17.9,17.7,5.4,17.5,NA,NA,NA,NA,NA,NA,31.2,82.308845577,80.952380952,82.285714286,95.12195122,-1,-1,1.3,90.8,59.3,11.1,52950,NA,18.3,24.1,0.5,100,100,1.3,19,73.6,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,0,0,1,0,0,0,0,0,55,1219,940,7,0,0,4,56,8536,4173,4363,2273,5311,0,NA,952,48.887066541705714,51.112933458294286,0,26.628397375820057,62.218837863167764,11.152764761012184,NA,NA,NA,NA
2018,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,26.8,37.1,24.6,39.7,27.2,NA,40.6,45.7,22.2,44,33.7,53.8,28.4,48.1,23.4,43.7,27.9,38.7,42.6,15.3,16,16.7,17.1,6.1,16.4,20.1,28.3,59,13,0.7,51.5,55.4,83.844011142,84.117647059,83.977900552,-1,-1,-1,1.3,86.8,57.6,0,49019,87,14.7,NA,2.5,100,100,1.9,16.7,78.03,48.6,80353,NA,16.7,NA,NA,79.5,60.5,628,84.6,93.5,93.5,1,0,0,0,0,0,0,0,7,0,0,100,NA,NA,NA,NA,NA,0,107,5148,2517,2628,2397,2402,3,1201999,349,48.892773892773896,51.048951048951054,0.05827505827505827,46.561771561771565,46.65889665889666,6.7793317793317796,NA,NA,NA,NA
2019,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,31,37.7,27.1,39.9,32.3,NA,40.7,47.6,25.799999999999997,41.599999999999994,32.5,51.9,27.6,45.8,26.6,39.4,25.2,35.6,43.4,15.7,16.8,17.2,17.2,5.3,16.9,18,32.2,70.3,19.9,6.9,62.5,50,79.028132992,82.352941176,73.936170213,100,-1,-1,2.1,85.4,57.3,NA,49309,86.8,10.8,NA,3,100,56.00000000000001,2.3,16.4,78.79,50.9,82571,10767,NA,NA,NA,75.1,55.5,659,74,94.7,357,0,0,0,0,0,0,0,0,6,0,0,104,976,1097,37,78,15,0,110,5093,2493,2600,2305,2331,0,NA,457,48.94953858236796,51.05046141763204,0,45.258197526016104,45.76870214019242,8.973100333791479,NA,NA,NA,NA
2019,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,31,37.7,27.1,39.9,32.3,NA,40.7,47.6,25.799999999999997,41.599999999999994,32.5,51.9,27.6,45.8,26.6,39.4,25.2,35.6,43.4,15.7,16.8,17.2,17.2,5.3,16.9,18,32.2,70.3,19.9,6.9,62.5,50,79.028132992,82.352941176,73.936170213,100,-1,-1,2.1,85.4,57.3,NA,49309,86.8,10.8,NA,3,100,56.00000000000001,2.3,16.4,78.79,50.9,82571,10767,NA,NA,NA,75.1,55.5,659,74,94.7,357,0,0,0,0,0,0,0,0,6,0,0,104,976,1097,37,78,15,0,110,5093,2493,2600,2305,2331,0,NA,457,48.94953858236796,51.05046141763204,0,45.258197526016104,45.76870214019242,8.973100333791479,NA,NA,NA,NA
2021,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,27.8,41.2,22,47.8,23.2,NA,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16.7,16.5,17.2,5.6,16.3,7.3,25,39,16.7,0,28.2,27,79.569892473,81.52173913,79.141104294,70.588235294,-1,-1,2.7,83.2,59.0152847287975,16.7,52044.6221498371,NA,10.5,7.5,1,100,100,1.5,11.4,79,51.3,89090,NA,11.4,816,109,82.7,57.4,794,97.4,86.7,86.7,3,0,0,0,0,0,0,0,0,0,0,15,313,329,0,29,4,0,15,4796,2323,2473,2183,2127,0,NA,486,48.43619683069224,51.563803169307754,0,45.51709758131777,44.34945788156797,10.133444537114263,2.242798353909465,97.75720164609054,16.790123456790123,83.20987654320987
2017,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15.8,16.5,16.8,5.8,16.1,20.4,NA,NA,NA,NA,NA,NA,85.793871866,83.597883598,87.261146497,-1,NA,-1,1.7,NA,58.6,NA,49590,NA,12,-1,1,NA,NA,1.8,NA,76.2,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5202,2520,2682,2559,2450,NA,NA,193,48.44290657439446,51.55709342560554,NA,49.19261822376009,47.097270280661284,3.710111495578624,NA,NA,NA,NA
2020,Chester County School District,1201999,509 District Office Drive,Chester,SC,29706,PK-12,4860,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Mr. Doug Shannon,370,Chester 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16.8,16.6,16.8,5.6,16.4,NA,NA,NA,NA,NA,NA,26.2,82.816901408,83.435582822,82.872928177,-1,-1,-1,3,84,57.4,13.2,52622,NA,10.7,19.6,4,100,100,1.9,20,78.4,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,13,0,0,65,861,862,8,58,21,0,78,5008,2439,2569,2284,2239,0,NA,485,48.70207667731629,51.2979233226837,0,45.60702875399361,44.70846645367412,9.684504792332268,NA,NA,NA,NA
2018,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,29.2,36.2,34.3,34.3,35.4,NA,37.3,44.9,27.5,32.599999999999994,39.9,57.5,35.4,40.6,24,53.4,34.3,37.6,33.9,15.1,16.8,16.9,16.9,6.6,16.6,21.3,31.5,69.7,23.2,1.1,54.2,36.5,82.942097027,84.319526627,80.534351145,83.870967742,-1,-1,2.2,89.9,57.8,NA,47604,89.3,24.9,NA,6,100,0,1.4,14.6,74.1,52.5,82591,NA,14.6,NA,NA,87,73.5,526,92.1,97.2,97.2,0,0,0,0,0,0,0,0,0,0,0,78,NA,NA,NA,NA,NA,0,78,7068,3503,3565,2712,3573,0,1301999,783,49.56140350877193,50.43859649122807,0,38.37011884550085,50.55178268251274,11.078098471986419,NA,NA,NA,NA
2019,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,32.8,35.5,34,36,35.6,NA,39,46.2,25.5,39.2,35.3,43.8,27.7,41.8,30.6,45.1,30.700000000000003,40.1,37.7,15.4,17.3,17.4,16.8,5.3,16.9,14.2,25.2,86.7,36.3,4.9,64.8,34.3,83.001808318,84.210526316,79.310344828,96.666666667,-1,-1,2.5,89.5,57.5,NA,48372,87.8,28.3,NA,7,100,0,1.5,16.2,74.92,50.9,84003,9797,NA,NA,NA,82.2,65.9,451,83.1,96,449,0,0,0,0,0,0,0,0,0,0,0,60,858,867,8,1,10,0,60,6928,3406,3522,2624,3464,0,NA,840,49.16281755196305,50.837182448036955,0,37.87528868360277,50,12.124711316397228,NA,NA,NA,NA
2019,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,32.8,35.5,34,36,35.6,NA,39,46.2,25.5,39.2,35.3,43.8,27.7,41.8,30.6,45.1,30.700000000000003,40.1,37.7,15.4,17.3,17.4,16.8,5.3,16.9,14.2,25.2,86.7,36.3,4.9,64.8,34.3,83.001808318,84.210526316,79.310344828,96.666666667,-1,-1,2.5,89.5,57.5,NA,48372,87.8,28.3,NA,7,100,0,1.5,16.2,74.92,50.9,84003,9797,NA,NA,NA,82.2,65.9,451,83.1,96,449,0,0,0,0,0,0,0,0,0,0,0,60,858,867,8,1,10,0,60,6928,3406,3522,2624,3464,0,NA,840,49.16281755196305,50.837182448036955,0,37.87528868360277,50,12.124711316397228,NA,NA,NA,NA
2021,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,30.1,36.8,23.9,45,31.1,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16.9,16.3,17.1,5,16.3,7.5,23.8,73.7,49.5,0.8,50.5,24.6,86.638830898,90.763052209,81.770833333,82.75862069,-1,-1,2.2,89.6,60.6314028852185,11.7,50792.847826087,NA,25.1,10.2,9,100,23.5,1.3,9.9,75.3,53.4,88887,NA,9.9,872,337,91.1,72.6,607,98.2,88,88,0,0,0,0,0,0,0,0,0,0,0,8,310,425,0,1,12,0,8,6824,3338,3486,2532,3302,0,NA,990,48.91559202813599,51.08440797186401,0,37.10433763188746,48.38804220398593,14.50762016412661,4.976373301831069,95.02362669816893,12.876550502067335,87.12344949793267
2017,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,16.5,16.7,16.7,5.1,16.3,21,NA,NA,NA,NA,NA,NA,90.180878553,92.056074766,87.5,-1,NA,-1,3.7,NA,61.1,NA,47041,NA,17.9,40.099009901,5,NA,NA,1.7,NA,72.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7129,3571,3558,2949,3640,NA,NA,540,50.091176883153324,49.90882311684668,NA,41.36625052602048,51.059054565857764,7.5746949081217565,NA,NA,NA,NA
2020,Chesterfield County School District,1301999,401 West Blvd,Chesterfield,SC,29709,PK-12,6772,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,Wesley R. Miles,478,Chesterfield 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,17.1,17,17.7,5.3,16.9,NA,NA,NA,NA,NA,NA,32.2,87.229862475,88.541666667,85.204081633,85,-1,-1,1.9,89.9,58.1,7.2,50102,NA,27.1,7.9,8,100,0,1.6,18.2,74.3,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,31,740,792,6,0,18,0,33,6993,3402,3591,2607,3434,0,NA,952,48.64864864864865,51.35135135135135,0,37.28013728013728,49.10624910624911,13.613613613613614,NA,NA,NA,NA
2018,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,21.3,43.3,20.7,49,23.5,NA,49.1,44.2,15.4,50,34.6,53.8,25,48,26.9,55.8,42.3,32.7,34.6,14,17.3,15.7,14.3,5.3,15.7,8.7,10.9,39.1,2.2,4.3,37,NA,77.358490566,-1,82,NA,NA,NA,0.4,75.3,48.1,NA,45290,89.4,3.5,NA,0.5,100,100,5.1,13.6,90.5,46.6,79458,NA,13.6,NA,NA,81.5,66.1,55,90.4,90.4,90.4,0,0,0,0,0,0,0,0,5,0,0,5,NA,NA,NA,NA,NA,0,10,764,375,389,709,33,0,1401999,22,49.08376963350785,50.916230366492144,0,92.80104712041884,4.319371727748691,2.8795811518324608,NA,NA,NA,NA
2019,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,27.1,43.9,22.3,45.9,23.7,NA,48,46.8,22.6,41.9,35.5,51.6,30.7,40.4,29,41.9,29,32.3,41.9,15.4,15.6,16.2,16,5.3,16,13.5,23.1,75,26.9,19.2,67.3,NA,85.483870968,-1,86.440677966,-1,NA,NA,0.9,66.7,41.3,NA,43291,90.9,3.7,NA,2,100,96.5,3.1,11.7,92.11,40,81712,15003,NA,NA,NA,81.89999999999999,53.599999999999994,84,88.30000000000001,95,60,0,0,1,0,0,0,0,0,1,0,0,6,221,164,1,0,7,1,7,740,371,369,684,36,0,NA,20,50.13513513513514,49.86486486486486,0,92.43243243243244,4.864864864864865,2.7027027027027026,NA,NA,NA,NA
2019,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,27.1,43.9,22.3,45.9,23.7,NA,48,46.8,22.6,41.9,35.5,51.6,30.7,40.4,29,41.9,29,32.3,41.9,15.4,15.6,16.2,16,5.3,16,13.5,23.1,75,26.9,19.2,67.3,NA,85.483870968,-1,86.440677966,-1,NA,NA,0.9,66.7,41.3,NA,43291,90.9,3.7,NA,2,100,96.5,3.1,11.7,92.11,40,81712,15003,NA,NA,NA,81.89999999999999,53.599999999999994,84,88.30000000000001,95,60,0,0,1,0,0,0,0,0,1,0,0,6,221,164,1,0,7,1,7,740,371,369,684,36,0,NA,20,50.13513513513514,49.86486486486486,0,92.43243243243244,4.864864864864865,2.7027027027027026,NA,NA,NA,NA
2021,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,22.5,52.6,9.6,67.5,14.9,NA,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,14.9,14.9,15.4,5.2,14.8,8,12,28,8,0,20,NA,78,-1,79.069767442,NA,NA,-1,1,71.6,47.939262472885,0,49142.8,NA,2.9,0,NA,75,100,0.6,9.2,91.4,NA,88000,NA,9.2,134,6,88.5,73.5,148,98,83.7,83.7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,670,334,336,608,35,0,NA,27,49.850746268656714,50.14925373134328,0,90.74626865671642,5.223880597014925,4.029850746268656,0.9174311926605505,99.08256880733946,20.489296636085626,79.51070336391437
2017,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,15.7,16.6,16.2,5.3,15.7,10.3,NA,NA,NA,NA,NA,NA,82.352941176,-1,87.234042553,-1,NA,NA,0.5,NA,55.9,NA,45032,NA,6.2,31.25,13,NA,NA,3.7,NA,89.4,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,387,388,727,30,NA,NA,18,49.93548387096774,50.064516129032256,NA,93.80645161290323,3.870967741935484,2.3225806451612905,NA,NA,NA,NA
2020,Clarendon 1,1401999,PO Box 38 12 South Church Street,Summerton,SC,29148,PK-12,654,8034852325,NA,Barbara Ragin Champagne,Tony Junious,46,Clarendon 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,14.8,14.7,14.6,4.9,14.3,NA,NA,NA,NA,NA,NA,32.2,86.274509804,NA,86.274509804,NA,NA,NA,0.5,66.3,44.4,5.3,45449,NA,2.8,16.2,3,100,100,1.4,15.8,90.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,9,130,86,0,0,3,0,9,682,335,347,626,31,0,NA,25,49.120234604105576,50.879765395894424,0,91.78885630498533,4.545454545454546,3.6656891495601176,NA,NA,NA,NA
2018,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,24.4,40.3,31.4,40.2,27.6,NA,48.9,36.4,18.2,36.4,45.3,34.7,10.2,47.5,42.2,41.3,19.6,44.900000000000006,44.9,14.4,15.8,15.4,16.5,5.5,15.6,12.5,23.9,52.8,17,1.7,38.1,66.2,77.777777778,68.421052632,81.52866242,-1,-1,-1,0.6,85.6,60,33.3,49755,88.8,29.8,NA,16,100,100,3.4,8.2,86.12,48.9,79843,NA,8.2,NA,NA,79.9,65.1,289,92.5,96.3,96.3,2,1,0,0,0,0,0,0,6,0,0,50,NA,NA,NA,NA,NA,1,56,2902,1392,1510,1835,788,0,1402999,279,47.96691936595451,52.03308063404548,0,63.23225361819434,27.15368711233632,9.614059269469331,NA,NA,NA,NA
2019,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,28.2,41.9,28.1,37.7,28.3,NA,45.1,36.8,12.2,48.9,39,42.9,23.9,39.8,36.4,30.2,19,32,53.4,14.7,15.9,15.8,15.9,5,15.7,10.6,20.1,68.7,30.7,25.1,47.5,56.7,81.818181818,82.692307692,82.424242424,69.230769231,NA,-1,1.7,85,59.7,NA,50611,87.1,8.4,NA,17,100,100,2.4,13.2,86.43,52.5,79712,10238,NA,NA,NA,81.7,63,380,81.1,98,197,0,0,0,0,0,0,0,0,0,0,0,0,309,546,12,4,0,0,0,2867,1366,1501,1784,814,0,NA,269,47.64562260202302,52.35437739797698,0,62.22532263690269,28.39204743634461,9.382629926752703,NA,NA,NA,NA
2019,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,28.2,41.9,28.1,37.7,28.3,NA,45.1,36.8,12.2,48.9,39,42.9,23.9,39.8,36.4,30.2,19,32,53.4,14.7,15.9,15.8,15.9,5,15.7,10.6,20.1,68.7,30.7,25.1,47.5,56.7,81.818181818,82.692307692,82.424242424,69.230769231,NA,-1,1.7,85,59.7,NA,50611,87.1,8.4,NA,17,100,100,2.4,13.2,86.43,52.5,79712,10238,NA,NA,NA,81.7,63,380,81.1,98,197,0,0,0,0,0,0,0,0,0,0,0,0,309,546,12,4,0,0,0,2867,1366,1501,1784,814,0,NA,269,47.64562260202302,52.35437739797698,0,62.22532263690269,28.39204743634461,9.382629926752703,NA,NA,NA,NA
2021,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,42.9,26,38.5,30.4,45.4,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14.9,15.7,16.1,4.9,15.1,6.1,21.2,49.1,17.9,6.1,40.6,36.6,86.320754717,83.333333333,88.275862069,80,NA,-1,1.8,83.9,60,11,53273.7938931298,NA,7.4,5.2,2,100,100,1.5,9.6,87.3,51.1,89985,NA,9.6,582,103,95.5,82.1,67,98,93.1,93.1,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,2604,1287,1317,1616,704,0,NA,284,49.423963133640555,50.576036866359445,0,62.0583717357911,27.035330261136714,10.906298003072196,3.955453149001536,96.04454685099846,22.350230414746544,77.64976958525345
2017,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,15.4,15.3,16.2,5.3,15.3,12.2,NA,NA,NA,NA,NA,NA,76.470588235,69.387755102,80.124223602,-1,-1,NA,2.3,NA,57.8,NA,48837,NA,7.5,49.512195122,15,NA,NA,3,NA,85.4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2933,1395,1538,1981,780,NA,NA,171,47.562222979884076,52.43777702011593,NA,67.5417661097852,26.593931128537335,5.830207978179339,NA,NA,NA,NA
2020,Clarendon School District Two,1402999,15 Major Drive,Manning,SC,29102,PK-12,2604,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Ethel W. Sweat,150,Clarendon 02,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15.6,15.6,16.2,5,15.5,NA,NA,NA,NA,NA,NA,52.9,83.265306122,75,86.585365854,-1,-1,-1,0.2,87,58.7,9.8,52802,NA,8.6,58.2,1,100,100,1.5,18.8,85.4,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,17,169,306,0,0,6,0,18,2867,1389,1478,1772,818,0,NA,277,48.44785490059296,51.55214509940704,0,61.806766655040114,28.53156609696547,9.66166724799442,NA,NA,NA,NA
2018,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,40.8,21,44.4,20.6,45.5,NA,25.4,57.9,30.5,46.3,23.2,50.5,30.5,48.4,21.1,70.5,50.6,48.4,13.7,13.6,16,15,14,7,14.9,18.7,27.5,70.3,14.3,7.7,65.9,16,88.421052632,90,84.210526316,-1,-1,-1,0.2,90.4,60,NA,47830,NA,23.9,NA,9,100,67.5,2,35.5,62.23,54.7,73538,NA,35.5,NA,NA,90.4,76.4,128,94.1,94.2,94.2,0,0,0,0,0,0,0,0,1,0,0,20,NA,NA,NA,NA,NA,0,21,1258,646,612,306,864,0,1403999,88,51.35135135135135,48.64864864864865,0,24.324324324324326,68.68044515103338,6.995230524642289,NA,NA,NA,NA
2019,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,41.4,22.1,47.4,19.9,49.1,NA,25.6,50.8,28.7,42.6,28.7,52.5,32.8,37.7,29.5,48.8,36.6,30.2,32.5,16.5,18.2,17.4,17.3,5.7,17.5,23.7,36.6,76.3,18.3,9.7,73.1,34,83.606557377,85.869565217,76,-1,-1,-1,1.2,89.2,56.8,NA,47021,94.6,22.5,NA,10,100,85,1.7,10.5,63.23,54.9,75325,10049,NA,NA,NA,91.19999999999999,75,147,88.1,98.7,76,0,0,0,0,0,0,0,0,1,0,0,6,74,131,3,0,4,0,7,1310,652,658,303,918,0,NA,89,49.770992366412216,50.229007633587784,0,23.129770992366414,70.07633587786259,6.793893129770992,NA,NA,NA,NA
2019,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,41.4,22.1,47.4,19.9,49.1,NA,25.6,50.8,28.7,42.6,28.7,52.5,32.8,37.7,29.5,48.8,36.6,30.2,32.5,16.5,18.2,17.4,17.3,5.7,17.5,23.7,36.6,76.3,18.3,9.7,73.1,34,83.606557377,85.869565217,76,-1,-1,-1,1.2,89.2,56.8,NA,47021,94.6,22.5,NA,10,100,85,1.7,10.5,63.23,54.9,75325,10049,NA,NA,NA,91.19999999999999,75,147,88.1,98.7,76,0,0,0,0,0,0,0,0,1,0,0,6,74,131,3,0,4,0,7,1310,652,658,303,918,0,NA,89,49.770992366412216,50.229007633587784,0,23.129770992366414,70.07633587786259,6.793893129770992,NA,NA,NA,NA
