report_card_year.x,district_nm.x,school_nm.x,schoolid,schooltypecd.x,tch_retention_18,tch_retention_21,change_over_time,percent_change_over_time
2021,"Cherokee County School
District 1",Blacksburg Elementary School,1101020,E,87.6,91.4,3.8000000000000114,4.337899543379009
2021,Horry County Schools,Green Sea Floyds High School,2601006,H,85.2,89,3.799999999999997,4.4600938967136114
2021,Sumter Schools,Bates Middle,4301022,M,76.8,80.6,3.799999999999997,4.9479166666666625
2021,Sumter Schools,Pocalla Springs Elementary School,4301040,E,83.9,87.7,3.799999999999997,4.529201430274132
2021,"Williamsburg County
School District",Hemingway Elementary School,4501024,E,66,69.8,3.799999999999997,5.757575757575753
2021,"Anderson School District
Two",Belton Elementary School,0402013,E,82.6,86.3,3.700000000000003,4.479418886198551
2021,"Cherokee County School
District 1",Northwest Eelemntary  School,1101023,E,92.2,95.9,3.700000000000003,4.013015184381782
2021,"School District Of
Newberry County",Whitmire Community School,3601004,H,86,89.7,3.700000000000003,4.302325581395352
2021,Sumter Schools,High Hills Elementary School,4301012,E,64.6,68.3,3.700000000000003,5.727554179566568
2021,"Florence County School
District 2","Hannah-Pamplico Elementary/Middle
Schoo",2102028,E,87.2,90.8,3.5999999999999943,4.1284403669724705
2021,"School District Five Of
Lexington & Richland
Count",Irmo Elementary,3205043,E,86,89.6,3.5999999999999943,4.186046511627901
2021,"Anderson School District
One",Wren High School,0401003,H,88.1,91.6,3.5,3.972758229284904
2021,"Anderson School District
Five",Southwood Academy Of The Arts,0405065,M,81,84.5,3.5,4.320987654320987
2021,"Berkeley County School
District",Cane Bay High School,0801049,H,87.9,91.4,3.5,3.981797497155859
2021,"The School District Of
Greenville County",Greer High School,2301009,H,86.4,89.9,3.5,4.050925925925926
2021,Lancaster,Mcdonald Green Elementary,2901024,E,84.1,87.6,3.5,4.161712247324614
2021,"Spartanburg School
District One",Campobello-Gramling School,4201006,E,86.1,89.6,3.5,4.065040650406504
2021,"Greenwood School
District 50",Pinecrest Elementary School,2450014,E,86.3,89.7,3.4000000000000057,3.9397450753186627
2021,"Rock Hill School District
(York 3)",Rock Hill High,4603017,H,86.3,89.7,3.4000000000000057,3.9397450753186627
2021,"Dorchester School District
Two",Eagle Nest Elementary School,1802024,E,77.9,81.3,3.3999999999999915,4.364569961489077
2021,"Edgefield County School
District",Johnston Elementary School,1901005,E,88.4,91.8,3.3999999999999915,3.846153846153836
2021,"The School District Of
Greenville County",Hillcrest High School,2301012,H,85.9,89.3,3.3999999999999915,3.958090803259594
2021,"Anderson School District
Five",Mclees Elementary,0405062,E,84.1,87.4,3.3000000000000114,3.9239001189060776
2021,"Beaufort County School
District",Hilton Head Island Elementary School,0701033,E,86.2,89.5,3.299999999999997,3.8283062645011565
2021,"Darlington County School
District",Darlington High School,1601030,H,81,84.3,3.299999999999997,4.07407407407407
2021,"The School District Of
Greenville County",Travelers Rest High School,2301020,H,84.9,88.2,3.299999999999997,3.886925795053
2021,Horry County Schools,Socastee High School,2601011,H,91.7,95,3.299999999999997,3.5986913849509237
2021,Horry County Schools,Myrtle Beach Middle School,2601016,M,86.9,90.2,3.299999999999997,3.7974683544303764
2021,"Marion County School
District",Palmetto Middle School,3410009,M,74.7,78,3.299999999999997,4.41767068273092
2021,"Richland School District
Two",Longleaf Middle School,4002095,M,82.3,85.6,3.299999999999997,4.009720534629401
2021,"Aiken County Public
School District",Aiken Elementary School,0201016,E,83.8,87,3.200000000000003,3.81861575178998
2021,"Colleton County School
District",Bells Elementary School,1501006,E,85,88.2,3.200000000000003,3.7647058823529442
2021,Horry County Schools,"Palmetto Academy Of Learning
Motorsports (Palm)",2601604,H,85.7,88.9,3.200000000000003,3.7339556592765493
2021,"School District Five Of
Lexington & Richland
Count",Spring Hill High School,3205057,H,85.3,88.5,3.200000000000003,3.7514654161781977
2021,Union County Schools,Foster Park Elementary School,4401012,E,78.3,81.5,3.200000000000003,4.086845466155815
2021,"South Carolina Public
Charter School District",Lead Academy Public Charter School,4701036,E,74.5,77.7,3.200000000000003,4.295302013422822
2021,Horry County Schools,Conway High School,2601004,H,87.4,90.6,3.1999999999999886,3.6613272311212683
2021,"Anderson School District
One",Palmetto High School,0401001,H,84.2,87.3,3.0999999999999943,3.681710213776715
2021,"Beaufort County School
District",Lady's Island Elementary,0701014,E,72.5,75.6,3.0999999999999943,4.27586206896551
2021,"Beaufort County School
District",Joseph S. Shanklin Elementary,0701022,E,83.7,86.8,3.0999999999999943,3.7037037037036966
2021,Dillon School District Four,Dillon High School,1704005,H,82.4,85.5,3.0999999999999943,3.76213592233009
2021,Horry County Schools,Conway Elementary School,2601036,E,88,91.1,3.0999999999999943,3.5227272727272663
2021,"Laurens County School
District 55",Laurens Elementary School,3055011,E,79.2,82.3,3.0999999999999943,3.914141414141407
2021,"Beaufort County School
District",Bluffton Elementary,0701024,E,79.6,82.6,3,3.768844221105528
2021,"Beaufort County School
District","Hilton Head Island Elementary School
For The Creative Arts",0701032,E,83.3,86.3,3,3.601440576230492
2021,"Charleston County School
District",Angel Oak Elementary,1001083,E,76.9,79.9,3,3.901170351105331
2021,"Charleston County School
District",Sullivan's Island Elementary,1001086,E,85.1,88.1,3,3.525264394829612
2021,"Greenwood School
District 52",Ninety Six Elementary School,2452027,E,89.9,92.9,3,3.337041156840934
2021,"Spartanburg School
District Three",Pacolet Elementary School,4203034,E,84.6,87.6,3,3.546099290780142
2021,"Aiken County Public
School District",Paul Knox Middle School,0201007,M,83,85.9,2.9000000000000057,3.4939759036144644
2021,Horry County Schools,Waccamaw Elementary School,2601042,E,91.1,94,2.9000000000000057,3.183315038419326
2021,"Kershaw County School
District",Camden High School,2801005,H,86.8,89.7,2.9000000000000057,3.341013824884799
2021,Lancaster,Erwin Elementary School,2901017,E,84.3,87.2,2.9000000000000057,3.4400948991696394
2021,"Laurens County School
District 55","Hickory Tavern Elementary/Middle
School",3055017,E,79.2,82.1,2.8999999999999915,3.6616161616161507
2021,"Marlboro County School
District",Wallace Elementary Middle School,3501025,E,85.4,88.3,2.8999999999999915,3.395784543325517
2021,"Anderson School District
Three",Flat Rock Elementary,0403027,E,89.6,92.4,2.8000000000000114,3.1250000000000133
2021,"Abbeville County School
District",Westwood Elementary,0160017,E,86.9,89.7,2.799999999999997,3.2220943613348645
2021,"Charleston County School
District",Charles Pinckney Elementary,1001102,E,80,82.8,2.799999999999997,3.499999999999996
2021,"Rock Hill School District
(York 3)",Oakdale Steam Elementary,4603030,E,73.7,76.5,2.799999999999997,3.7991858887381236
2021,"Aiken County Public
School District",North Aiken Elementary School,0201038,E,80.3,83,2.700000000000003,3.362391033623914
2021,"Anderson School District
One",Powdersville High School,0401002,H,90.7,93.4,2.700000000000003,2.9768467475192977
2021,"Anderson School District
Five",T. L. Hanna High,0405038,H,80.8,83.5,2.700000000000003,3.3415841584158454
2021,"Charleston County School
District",Ladson Elementary,1001050,E,84.2,86.9,2.700000000000003,3.2066508313539224
2021,"School District Five Of
Lexington & Richland
Count",Harbison West Elementary,3205048,E,84.7,87.4,2.700000000000003,3.1877213695395548
2021,"School District Of Oconee
County",Westminster Elementary,3701023,E,86.5,89.2,2.700000000000003,3.1213872832369973
2021,"Richland School District
One",Hopkins Elementary School,4001040,E,81,83.7,2.700000000000003,3.3333333333333366
2021,"Abbeville County School
District",John C. Calhoun Elementary School,0160007,E,94.9,97.6,2.6999999999999886,2.845100105374066
2021,"The School District Of
Greenville County","Greenville Senior High Academy Of
Law, Finance And Business",2301008,H,84.9,87.6,2.6999999999999886,3.1802120141342622
2021,"Richland School District
One",Forest Heights Elementary School,4001093,E,68.3,70.9,2.6000000000000085,3.8067349926793685
2021,"Charleston County School
District","Jerry Zucker Middle School Of
Science",1001111,M,72.4,75,2.5999999999999943,3.5911602209944666
2021,"Dorchester School District
Two",Alston Middle School,1802011,M,85,87.6,2.5999999999999943,3.058823529411758
2021,"Edgefield County School
District",Douglas Elementary School,1901003,E,80.7,83.3,2.5999999999999943,3.221809169764553
2021,"Richland School District
Two",Bethel-Hanberry Elementary School,4002070,E,88.9,91.5,2.5999999999999943,2.9246344206974064
2021,"Barnwell School District
19",Blackville Hilda High School,0619001,H,77.5,80,2.5,3.225806451612903
2021,"Beaufort County School
District",Beaufort Elementary School,0701008,E,76.4,78.9,2.5,3.2722513089005236
2021,Clarendon 3,East Clarendon Middle / High School,1403016,H,85.7,88.2,2.5,2.9171528588098017
2021,"Fairfield County School
District",Fairfield Middle School,2001001,M,79.1,81.6,2.5,3.160556257901391
2021,"Georgetown County
School District",Georgetown Middle School,2201013,M,82.5,85,2.5,3.0303030303030303
2021,"Lexington County School
District One",River Bluff High School,3201069,H,88.5,91,2.5,2.824858757062147
2021,"School District Five Of
Lexington & Richland
Count","Leaphart Elementary School Steam
Magnet",3205044,E,87.7,90.2,2.5,2.850627137970353
2021,"Spartanburg School
District Two",Chesnee Middle School,4202086,M,87.4,89.9,2.5,2.860411899313501
2021,"Spartanburg County
School District Six",West View Elementary School,4206066,E,84.3,86.8,2.5,2.965599051008304
2021,"Spartanburg School
District Seven",Pine Street Elementary School,4207082,E,90,92.5,2.5,2.7777777777777777
2021,"Rock Hill School District
(York 3)",Dutchman Creek Middle School,4603042,M,83.2,85.7,2.5,3.004807692307692
2021,"Beaufort County School
District",Coosa Elementary School,0701025,E,87.6,90,2.4000000000000057,2.7397260273972672
2021,"Spartanburg School
District Two",Chesnee High School,4202013,H,87.6,90,2.4000000000000057,2.7397260273972672
2021,Bamberg School District 1,Bamberg-Ehrhardt Middle School,0501002,M,85.9,88.3,2.3999999999999915,2.7939464493597104
2021,"School District Of
Newberry County",Reuben Elementary,3601015,E,90.2,92.6,2.3999999999999915,2.660753880266066
2021,"Charleston County School
District",Jennie Moore Elementary,1001061,E,89.1,91.4,2.3000000000000114,2.5813692480359274
2021,"Richland School District
One",Brennen Elementary School,4001025,E,89.1,91.4,2.3000000000000114,2.5813692480359274
2021,"Aiken County Public
School District",Leavelle Mccampbell Middle School,0201009,M,82.7,85,2.299999999999997,2.7811366384522334
2021,"Beaufort County School
District","Whale Branch Early College High
School",0701036,H,76.2,78.5,2.299999999999997,3.0183727034120698
2021,"Darlington County School
District",Carolina Elementary School,1601015,E,86.3,88.6,2.299999999999997,2.6651216685979113
2021,"Greenwood School
District 50",Greenwood High School,2450002,H,79.7,82,2.299999999999997,2.885821831869507
2021,York School District One,Harold C. Johnson Elementary,4601049,E,85.2,87.5,2.299999999999997,2.6995305164319214
2021,"Charleston County School
District",Academic Magnet High,1001099,H,92.3,94.5,2.200000000000003,2.383531960996753
2021,Florence One Schools,West Florence Hs,2101014,H,82,84.2,2.200000000000003,2.682926829268296
2021,"Richland School District
One",Caughman Road Elementary,4001032,E,82.3,84.5,2.200000000000003,2.673147023086273
2021,"Rock Hill School District
(York 3)",Old Pointe Elementary School,4603040,E,87,89.2,2.200000000000003,2.5287356321839116
2021,"Richland School District
One",Meadowfield Elementary,4001046,E,79.4,81.6,2.1999999999999886,2.7707808564231593
2021,"Anderson School District
One",Palmetto Elementary,0401004,E,89.3,91.4,2.1000000000000085,2.3516237402015774
2021,"Dorchester School District
Two",Oakbrook Middle School,1802018,M,83.6,85.7,2.1000000000000085,2.5119617224880484
2021,"Spartanburg County
School District Six",Roebuck Elementary School,4206086,E,85.3,87.4,2.1000000000000085,2.46189917936695
2021,"Lexington School District
Four","Sandhills Middle School- Lexington
School District Four",3204036,M,77.7,79.8,2.0999999999999943,2.702702702702695
2021,"South Carolina Public
Charter School District",Youth Leadership Academy,4701017,M,78.9,81,2.0999999999999943,2.6615969581748975
2021,"Anderson School District
Two",Honea Path Elementary School,0402018,E,83.4,85.4,2,2.3980815347721824
2021,"The School District Of
Greenville County",Blue Ridge High School,2301003,H,83.5,85.5,2,2.3952095808383236
2021,"Greenwood School
District 50",Emerald High School,2450001,H,80.5,82.5,2,2.484472049689441
2021,"Lexington County School
District One",Lake Murray Elementary,3201056,E,90.5,92.5,2,2.209944751381215
2021,"School District Of
Newberry County",Prosperity-Rikard Elementary School,3601022,E,93.2,95.2,2,2.1459227467811157
2021,"Edgefield County School
District",Strom Thurmond High School,1901002,H,83.8,85.7,1.9000000000000057,2.267303102625305
2021,Horry County Schools,Myrtle Beach High School,2601010,H,91,92.9,1.9000000000000057,2.087912087912094
2021,Horry County Schools,Ocean Bay Elementary,2601060,E,94.5,96.4,1.9000000000000057,2.0105820105820165
2021,"Kershaw County School
District",Lugoff Elementary School,2801018,E,90.1,92,1.9000000000000057,2.1087680355160994
2021,"Lexington School District
Two",Congaree Elementary School,3202019,E,82.8,84.7,1.9000000000000057,2.2946859903381713
2021,"Richland School District
One",Heyward Gibbes Middle School,4001037,M,77.1,79,1.9000000000000057,2.46433203631648
2021,"Spartanburg School
District One",Inman Intermediate School,4201088,E,83.3,85.2,1.9000000000000057,2.2809123649459853
2021,Sumter Schools,Lakewood High,4301043,H,80,81.9,1.9000000000000057,2.375000000000007
2021,Union County Schools,"Union County High School
",4401005,H,77.3,79.2,1.9000000000000057,2.45795601552394
2021,Dorchester District Four,Harleyville Elementary School,1804016,E,80.7,82.6,1.8999999999999915,2.354399008674091
2021,"Spartanburg School
District Four",Woodruff Elementary School,4204042,E,88.9,90.8,1.8999999999999915,2.1372328458942538
2021,"Clover School District
(York 2)",Bethel Elementary School,4602012,E,87.2,89.1,1.8999999999999915,2.1788990825687975
2021,"South Carolina Public
Charter School District",York Preparatory Academy,4701011,E,76.9,78.8,1.8999999999999915,2.4707412223666987
2021,Dillon School District Four,Lake View Elementary School,1704003,E,81.9,83.7,1.7999999999999972,2.197802197802194
2021,Horry County Schools,Socastee Elementary,2601054,E,89.7,91.5,1.7999999999999972,2.0066889632106992
2021,Horry County Schools,River Oaks Elementary School,2601065,E,93,94.8,1.7999999999999972,1.9354838709677389
2021,"Richland School District
Two",Ridge View High School,4002084,H,85.3,87.1,1.7999999999999972,2.110199296600231
2021,"Rock Hill School District
(York 3)",India Hook Elementary School,4603039,E,90.5,92.3,1.7999999999999972,1.9889502762430906
2021,"Dorchester School District
Two",Ashley Ridge High School,1802027,H,85.8,87.5,1.7000000000000028,1.9813519813519846
2021,"Ware Shoals School
District 51",Ware Shoals High School,2451020,H,81.2,82.9,1.7000000000000028,2.093596059113304
2021,"Spartanburg School
District 5","Wellford Academy Of Science And
Technology",4205052,E,89.3,91,1.7000000000000028,1.9036954087346056
2021,"Berkeley County School
District",Berkeley Middle School,0801012,M,80.9,82.6,1.6999999999999886,2.1013597033374394
2021,"Chesterfield County
School District",Jefferson Elementary School,1301015,E,87.4,89.1,1.6999999999999886,1.9450800915331676
2021,Sumter Schools,Alice Drive Middle School,4301021,M,85.4,87.1,1.6999999999999886,1.9906323185011576
2021,"Aiken County Public
School District",Hammond Hill Elementary,0201031,E,91.3,92.9,1.6000000000000085,1.752464403066822
2021,"Laurens County School
District 55",Laurens Middle School,3055005,M,80.6,82.2,1.6000000000000085,1.985111662531028
2021,"Florence School District
Three",Main Street Elementary,2103051,E,63.7,65.3,1.5999999999999943,2.51177394034536
2021,"Laurens County School
District 55","Gray Court-Owings Elementary/Middle
School",3055016,E,76.2,77.8,1.5999999999999943,2.0997375328083914
2021,Union County Schools,Buffalo Elementary School,4401007,E,82,83.6,1.5999999999999943,1.951219512195115
2021,"Charleston County School
District",Morningside Middle,1001062,M,71.9,73.4,1.5,2.086230876216968
2021,"Cherokee County School
District 1",Blacksburg Middle School,1101007,M,89,90.5,1.5,1.6853932584269662
2021,"Cherokee County School
District 1",Gaffney Middle School,1101024,M,90,91.5,1.5,1.6666666666666667
2021,Florence One Schools,Southside Middle School,2101022,M,81.3,82.8,1.5,1.8450184501845017
2021,"The School District Of
Greenville County",Brook Glenn Elementary School,2301030,E,81.7,83.2,1.5,1.8359853121175032
2021,"Kershaw County School
District",Wateree Elementary,2801022,E,86.4,87.9,1.5,1.736111111111111
2021,"School District Of
Newberry County",Mid-Carolina Middle School,3601019,M,87.9,89.4,1.5,1.7064846416382253
2021,Union County Schools,Monarch Elementary School,4401017,E,91.8,93.3,1.5,1.6339869281045754
2021,"Beaufort County School
District",Beaufort High School,0701002,H,81.8,83.2,1.4000000000000057,1.711491442542794
2021,"Chesterfield County
School District",Central High School,1301007,H,87.3,88.7,1.4000000000000057,1.603665521191301
2021,Clarendon 1,Dr. Rose H.Wilder Elementary,1401005,E,63.3,64.7,1.4000000000000057,2.21169036334914
2021,"Charleston County School
District",R.B. Stall High,1001022,H,80.3,81.6,1.2999999999999972,1.6189290161892866
2021,"Darlington County School
District",Thornwell School For The Arts,1601027,E,70.8,72.1,1.2999999999999972,1.8361581920903913
2021,Florence 4,Johnson Middle,2104042,M,79.3,80.6,1.2999999999999972,1.6393442622950787
2021,Hampton 2,Estill Elementary,2502017,E,77.2,78.5,1.2999999999999972,1.683937823834193
2021,Horry County Schools,Daisy Elementary,2601021,E,93.4,94.7,1.2999999999999972,1.3918629550321167
2021,"School District Of Oconee
County",Seneca Senior High School,3701005,H,86.8,88.1,1.2999999999999972,1.497695852534559
2021,"Richland School District
One",Hopkins Middle School,4001010,M,67.9,69.2,1.2999999999999972,1.9145802650957247
2021,"Richland School District
Two",Rice Creek Elementary,4002083,E,82.5,83.8,1.2999999999999972,1.5757575757575724
2021,"Spartanburg School
District Seven",Carver Middle School,4207068,M,73.5,74.8,1.2999999999999972,1.7687074829931932
2021,"Kershaw County School
District",Doby's Mill Elementary,2801024,E,88.8,90,1.2000000000000028,1.3513513513513546
2021,"School District Of
Newberry County",Boundary Street Elementary,3601005,E,88.7,89.9,1.2000000000000028,1.3528748590755388
2021,"School District Of
Newberry County",Whitmire Community School,3601021,E,93.5,94.7,1.2000000000000028,1.283422459893051
2021,"School District Of Oconee
County",Fair-Oak Elementary School,3701027,E,91.3,92.5,1.2000000000000028,1.3143483023001126
2021,"Richland School District
Two",Summit Parkway Middle School,4002082,E,80.7,81.9,1.2000000000000028,1.4869888475836466
2021,"Georgetown County
School District",Waccamaw Intermediate School,2201029,E,89.4,90.6,1.1999999999999886,1.342281879194618
2021,"The School District Of
Greenville County",Fork Shoals School,2301057,E,85.4,86.6,1.1999999999999886,1.4051522248243427
2021,"Richland School District
Two",Blythewood High School,4002092,H,88.4,89.6,1.1999999999999886,1.3574660633484033
2021,"Abbeville County School
District",Abbeville High School,0160001,H,93.8,94.9,1.1000000000000085,1.1727078891258087
2021,"Berkeley County School
District",Howe Hall Arts Infused Magnet School,0801036,E,90.3,91.4,1.1000000000000085,1.2181616832779718
2021,"School District Of Pickens
County",Richard H. Gettys Middle School,3901004,M,85.3,86.4,1.1000000000000085,1.2895662368112646
2021,"Berkeley County School
District",Berkeley Intermediate School,0801041,E,87.4,88.5,1.0999999999999943,1.2585812356979338
2021,"Darlington County School
District",St. John's Elementary School,1601026,E,82.4,83.5,1.0999999999999943,1.3349514563106726
2021,"Greenwood School
District 52",Ninety Six High School,2452025,H,81.7,82.8,1.0999999999999943,1.3463892288861619
2021,"Lexington School District
Four",Sandhills Elementary,3204039,E,80.5,81.6,1.0999999999999943,1.3664596273291856
2021,"School District Five Of
Lexington & Richland
Count","H. E. Corley Elementary School
Leadership Magnet And Montessori M",3205049,E,86.2,87.3,1.0999999999999943,1.2761020881670466
2021,"Chester County School
District","Chester Park Elementary School Of
Inquiry",1201018,E,87.6,88.6,1,1.1415525114155252
2021,"Chesterfield County
School District",Cheraw High School,1301001,H,86.2,87.2,1,1.160092807424594
2021,Horry County Schools,Forestbrook Elementary,2601046,E,88.9,89.9,1,1.124859392575928
2021,"Kershaw County School
District",Lugoff-Elgin High School,2801007,H,91,92,1,1.098901098901099
2021,Bamberg School District 1,Bamberg-Ehrhardt High School,0501001,H,84.8,85.7,0.9000000000000057,1.0613207547169878
2021,"Beaufort County School
District",St. Helena Elementary School,0701020,E,73.5,74.4,0.9000000000000057,1.2244897959183751
2021,Horry County Schools,Lakewood Elementary School,2601029,E,90.8,91.7,0.9000000000000057,0.9911894273127817
2021,"School District Of Oconee
County",Orchard Park Elementary School,3701028,E,93,93.9,0.9000000000000057,0.9677419354838771
2021,"Spartanburg School
District One",Holly Springs-Motlow Elementary,4201009,E,87.5,88.4,0.9000000000000057,1.0285714285714351
2021,"Kershaw County School
District",Pine Tree Hill Elementary,2801021,E,81.7,82.6,0.8999999999999915,1.1015911872704913
2021,"Lexington County School
District One",New Providence Elementary School,3201065,E,91.4,92.3,0.8999999999999915,0.9846827133479119
2021,"Spartanburg School
District Seven",Jg Mccracken Middle School,4207071,M,83.1,83.9,0.8000000000000114,0.9626955475331064
2021,"Cherokee County School
District 1",Luther Vaughan Elementary,1101019,E,83.5,84.3,0.7999999999999972,0.9580838323353259
2021,"Lexington County School
District One",White Knoll Middle,3201053,M,82.3,83.1,0.7999999999999972,0.9720534629404584
2021,"Spartanburg County
School District Six",Arcadia Elementary,4206057,E,87.4,88.2,0.7999999999999972,0.9153318077803171
2021,"Anderson School District
Two",Belton-Honea Path High School,0402012,H,90,90.7,0.7000000000000028,0.777777777777781
2021,"Chester County School
District",Lewisville Middle School,1201008,M,74.7,75.4,0.7000000000000028,0.9370816599732301
2021,"Dorchester School District
Two",Summerville High School,1802006,H,85,85.7,0.7000000000000028,0.8235294117647093
2021,"Georgetown County
School District",Waccamaw Middle School,2201028,M,82.8,83.5,0.7000000000000028,0.8454106280193271
2021,"Richland School District
One",Eau Claire High School,4001005,H,82.1,82.8,0.7000000000000028,0.852618757612671
2021,"Williamsburg County
School District",Kenneth Gardner Elementary School,4501021,E,71.9,72.6,0.6999999999999886,0.9735744089012359
2021,"Fort Mill School District -
York 4",Springfield Middle School,4604053,M,82.4,83.1,0.6999999999999886,0.8495145631067822
2021,Florence One Schools,Henry L. Sneed Middle,2101050,M,84.6,85.2,0.6000000000000085,0.7092198581560385
2021,"Beaufort County School
District",Whale Branch Middle School,0701027,M,71.7,72.3,0.5999999999999943,0.8368200836820004
2021,"Dorchester School District
Two",Oakbrook Elementary School,1802017,E,84.2,84.8,0.5999999999999943,0.7125890736341975
2021,Florence One Schools,Carver Elementary Magnet School,2101009,E,84.9,85.5,0.5999999999999943,0.7067137809187212
2021,"Colleton County School
District",Colleton County Middle School,1501022,M,78.6,79.1,0.5,0.6361323155216285
2021,"Laurens County School
District 56",Joanna-Woodson Elementary,3056022,E,93,93.5,0.5,0.5376344086021506
2021,"Aiken County Public
School District",North Augusta High School,0201012,H,89.8,90.2,0.4000000000000057,0.44543429844098625
2021,"Charleston County School
District",Drayton Hall Elementary,1001109,E,90,90.4,0.4000000000000057,0.44444444444445075
2021,"Dillon School District
Three",Latta Middle School,1703021,M,87.6,88,0.4000000000000057,0.4566210045662165
2021,Dorchester District Four,Williams Memorial Elementary School,1804018,E,84.5,84.9,0.4000000000000057,0.47337278106509545
2021,Horry County Schools,South Conway Elementary,2601045,E,88.5,88.9,0.4000000000000057,0.45197740112994994
2021,Lancaster,Buford High School,2901002,H,89.1,89.5,0.4000000000000057,0.448933782267122
2021,"Lexington County School
District One",Carolina Springs Elementary School,3201062,E,86.5,86.9,0.4000000000000057,0.4624277456647464
2021,"Beaufort County School
District",Hilton Head Island High School,0701003,H,87.4,87.8,0.3999999999999915,0.4576659038901504
2021,"Charleston County School
District",Charleston School Of The Arts,1001098,H,88.9,89.3,0.3999999999999915,0.4499437570303616
2021,Hampton District One,North District Middle School,2501008,M,85.2,85.6,0.3999999999999915,0.4694835680751073
2021,"Spartanburg School
District One",Landrum High School,4201003,H,91.2,91.6,0.3999999999999915,0.43859649122806077
2021,"Clover School District
(York 2)",Clover High School,4602010,H,89.4,89.8,0.3999999999999915,0.4474272930648674
2021,"Barnwell School District
19",Macedonia Elementary/Middle School,0619003,E,79,79.3,0.29999999999999716,0.37974683544303434
2021,"Berkeley County School
District",Stratford High,0801001,H,89.7,90,0.29999999999999716,0.3344481605351139
2021,"School District Of Pickens
County",Easley High School,3901005,H,86.7,87,0.29999999999999716,0.34602076124567144
2021,"School District Of Pickens
County",Six Mile Elementary,3901027,E,83.9,84.2,0.29999999999999716,0.35756853396900734
2021,"Richland School District
One",St. Andrews Middle School,4001016,M,80.4,80.7,0.29999999999999716,0.37313432835820537
2021,"Darlington County School
District",North Hartsville Elementary,1601017,E,85,85.2,0.20000000000000284,0.23529411764706218
2021,"School District Of Pickens
County",Dacusville Elementary,3901016,E,84.5,84.7,0.20000000000000284,0.23668639053254772
2021,"Richland School District
Two",Round Top Elementary,4002090,E,90.6,90.8,0.20000000000000284,0.22075055187638284
2021,"Spartanburg School
District Seven",Ep Todd School,4207075,E,83.1,83.3,0.20000000000000284,0.2406738868832766
2021,Allendale County Schools,Allendale Elementary School,0301004,E,56.7,56.9,0.19999999999999574,0.3527336860670119
2021,"Charleston County School
District","Charleston Charter School For Math
And Science",1001620,H,72.4,72.6,0.19999999999998863,0.27624309392263624
2021,"Aiken County Public
School District",J.D. Lever Elementary,0201022,E,85.8,85.9,0.10000000000000853,0.11655011655012648
2021,"Dorchester School District
Two",Rollings Middle School Of The Arts,1802012,M,89.3,89.4,0.10000000000000853,0.11198208286675086
2021,"The School District Of
Greenville County",Duncan Chapel Elementary,2301051,E,84.8,84.9,0.10000000000000853,0.11792452830189686
2021,"School District Five Of
Lexington & Richland
Count",Ballentine Elementary School,3205055,E,86.1,86.2,0.10000000000000853,0.11614401858305289
2021,"School District Of Pickens
County",Crosswell Elementary School,3901015,E,86.3,86.4,0.10000000000000853,0.11587485515644094
2021,"Dorchester School District
Two",James H. Spann Elementary School,1802010,E,85.9,86,0.09999999999999432,0.11641443538998174
2021,"Richland School District
Two",Bookman Road Elementary,4002087,E,80.4,80.5,0.09999999999999432,0.12437810945272924
2021,"Williamsburg County
School District",Greeleyville Elementary School,4501017,E,78.2,78.3,0.09999999999999432,0.12787723785165514
2021,State of South Carolina,State of South Carolina,9999999,S,92.2,92.3,0.09999999999999432,0.10845986984815001
2021,"Aiken County Public
School District",Clearwater Elementary,0201024,E,85.2,85.2,0,0
2021,"Charleston County School
District",Thomas C. Cario Middle,1001103,M,84.9,84.9,0,0
2021,"School District Of Pickens
County",Pickens High School,3901008,H,88,88,0,0
2021,"Fort Mill School District -
York 4",Gold Hill Middle School,4604049,M,86.1,86.1,0,0
2021,"Anderson School District
Two",Belton Middle School,0402014,M,84.6,84.5,-0.09999999999999432,-0.1182033096926647
2021,"Spartanburg County
School District Six",Fairforest Middle School,4206054,M,85.5,85.4,-0.09999999999999432,-0.11695906432747873
2021,York School District One,York Middle School,4601044,M,85,84.9,-0.09999999999999432,-0.11764705882352272
2021,"Richland School District
One",A.C. Flora High School,4001007,H,88.6,88.4,-0.19999999999998863,-0.2257336343114996
2021,"Abbeville County School
District",Wright Middle School,0160016,M,89,88.8,-0.20000000000000284,-0.2247191011235987
2021,"The School District Of
Greenville County",Taylors Elementary School,2301089,E,84.9,84.7,-0.20000000000000284,-0.23557126030624595
2021,Horry County Schools,Carolina Forest Elementary School,2601049,E,90,89.8,-0.20000000000000284,-0.22222222222222537
2021,Lancaster,Heath Springs Elementary School,2901019,E,83.3,83.1,-0.20000000000000284,-0.24009603841536956
2021,"Laurens County School
District 56",Clinton Middle School,3056017,M,82.3,82.1,-0.20000000000000284,-0.2430133657351189
2021,"School District Five Of
Lexington & Richland
Count",River Springs Elementary,3205053,E,93.9,93.7,-0.20000000000000284,-0.21299254526091888
2021,Dorchester District Four,St. George Middle School,1804017,M,85.1,84.8,-0.29999999999999716,-0.3525264394829579
2021,"Edgefield County School
District",W. E. Parker Elementary School,1901007,E,92,91.7,-0.29999999999999716,-0.326086956521736
2021,"The School District Of
Greenville County",Greer Middle School,2301060,M,81.5,81.2,-0.29999999999999716,-0.368098159509199
