school_id,district,school,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,all_other_races
3803019,Orangeburg 03,Holly Hill Elem,496,228,268,NA,412,63,NA,2017,21
3803021,Orangeburg 03,St James-Gaillard Elem,331,176,155,NA,285,42,NA,2017,4
3803022,Orangeburg 03,Vance-Providence Elem,300,143,157,NA,286,13,NA,2017,1
3803047,Orangeburg 03,Elloree Elem,462,232,230,NA,418,33,NA,2017,11
3803048,Orangeburg 03,Lake Marion High & Tech Ctr,713,386,327,NA,649,49,NA,2017,15
3804024,Orangeburg 04,Edisto High,675,312,363,NA,289,350,NA,2017,36
3804025,Orangeburg 04,Carver Edisto Middle,516,251,265,NA,229,249,NA,2017,38
3804026,Orangeburg 04,Edisto Primary,696,337,359,NA,354,295,NA,2017,47
3804049,Orangeburg 04,Branchville High,346,163,183,NA,101,236,NA,2017,9
3804051,Orangeburg 04,Lockett Elementary,296,150,146,NA,78,207,NA,2017,11
3804053,Orangeburg 04,Edisto Elem,638,300,338,NA,284,315,NA,2017,39
3804054,Orangeburg 04,Hunter-Kinard-Tyler High,272,132,140,NA,214,51,NA,2017,7
3804055,Orangeburg 04,Hunter Kinard Tyler Elem,262,138,124,NA,184,68,NA,2017,10
3805010,Orangeburg 05,Bethune-Bowman Middle/High,339,154,185,NA,296,27,NA,2017,16
3805012,Orangeburg 05,Bethune-Bowman Elem,338,167,171,NA,270,38,NA,2017,30
3805026,Orangeburg 05,Robert E Howard Middle,372,179,193,NA,357,7,NA,2017,8
3805028,Orangeburg 05,Orngb Wilkinson High,1025,497,528,NA,952,30,NA,2017,43
3805034,Orangeburg 05,Marshall Elem,800,407,393,NA,740,29,NA,2017,31
3805035,Orangeburg 05,Mellichamp Elem,471,201,270,NA,439,10,NA,2017,22
3805036,Orangeburg 05,Brookdale Elem,351,171,180,NA,333,11,NA,2017,7
3805037,Orangeburg 05,William J Clark Middle,695,338,357,NA,627,24,NA,2017,44
3805038,Orangeburg 05,Rivelon Elem,240,122,118,NA,227,10,NA,2017,3
3805039,Orangeburg 05,Sheridan Elem,488,241,247,NA,400,30,NA,2017,58
3805040,Orangeburg 05,Whittaker Elem,531,260,271,NA,500,9,NA,2017,22
3805042,Orangeburg 05,North Middle/High,268,131,137,NA,128,136,NA,2017,4
3805044,Orangeburg 05,Dover Elem,345,159,186,NA,173,158,NA,2017,14
3805601,Orangeburg 05,OCSD5 High School for Health Professions,363,231,132,NA,342,10,NA,2017,11
3901001,Pickens 01,Dacusville Middle,322,146,176,NA,8,309,NA,2017,5
3901002,Pickens 01,R C Edwards Middle,820,405,415,NA,99,622,NA,2017,99
3901003,Pickens 01,D W Daniel High,1058,493,565,NA,131,820,NA,2017,107
3901004,Pickens 01,Richard H Gettys Middle,1269,653,616,NA,209,899,NA,2017,161
3901005,Pickens 01,Easley High,1678,806,872,NA,239,1248,NA,2017,191
3901006,Pickens 01,Liberty High,653,296,357,NA,36,582,NA,2017,35
3901007,Pickens 01,Pickens Middle,656,307,349,NA,41,586,NA,2017,29
3901008,Pickens 01,Pickens High,1349,692,657,NA,60,1240,NA,2017,49
3901014,Pickens 01,Central Elem,363,178,185,NA,58,222,NA,2017,83
3901015,Pickens 01,Crosswell Elem,504,236,268,NA,51,373,NA,2017,80
3901016,Pickens 01,Dacusville Elem,653,323,330,NA,26,606,NA,2017,21
3901017,Pickens 01,East End Elem,745,368,377,NA,116,546,NA,2017,83
3901018,Pickens 01,Forest Acres Elem,714,348,366,NA,102,554,NA,2017,58
3901022,Pickens 01,Liberty Elem,499,227,272,NA,39,435,NA,2017,25
3901023,Pickens 01,Clemson Elem,852,409,443,NA,123,604,NA,2017,125
3901025,Pickens 01,Pickens Elem,538,245,293,NA,40,477,NA,2017,21
3901027,Pickens 01,Six Mile Elem,508,232,276,NA,21,468,NA,2017,19
3901028,Pickens 01,West End Elem,694,329,365,NA,100,477,NA,2017,117
3901029,Pickens 01,McKissick Elem,425,200,225,NA,101,238,NA,2017,86
3901030,Pickens 01,Liberty Middle,495,258,237,NA,38,419,NA,2017,38
3901031,Pickens 01,Chastain Road Elem,575,261,314,NA,39,479,NA,2017,57
3901032,Pickens 01,Hagood Elementary,489,226,263,NA,28,432,NA,2017,29
3901033,Pickens 01,Ambler Elementary,334,177,157,NA,9,306,NA,2017,19
4001002,Richland 01,Columbia High,612,297,315,NA,539,19,NA,2017,54
4001004,Richland 01,Dreher High,1121,569,552,NA,616,423,NA,2017,82
4001005,Richland 01,Eau Claire High,572,291,281,NA,547,9,NA,2017,16
4001007,Richland 01,A. C. Flora High,1375,698,677,NA,550,689,NA,2017,136
4001010,Richland 01,Hopkins Middle,505,240,265,NA,462,34,NA,2017,9
4001011,Richland 01,C A Johnson High,374,202,172,NA,367,4,NA,2017,3
4001012,Richland 01,Keenan High,636,330,306,NA,620,4,NA,2017,12
4001013,Richland 01,Lower Richland High,1158,551,607,NA,1047,71,NA,2017,40
4001016,Richland 01,St Andrews Middle,629,312,317,NA,563,20,NA,2017,46
4001019,Richland 01,Alcorn Middle,366,194,172,NA,320,6,NA,2017,40
4001020,Richland 01,Arden Elem,332,149,183,NA,266,1,NA,2017,65
4001024,Richland 01,Bradley Elem,419,206,213,NA,384,15,NA,2017,20
4001025,Richland 01,Brennen Elem,844,434,410,NA,213,496,NA,2017,135
4001027,Richland 01,Annie Burnside Elem,333,168,165,NA,263,15,NA,2017,55
4001031,Richland 01,Crayton Middle,1023,504,519,NA,431,510,NA,2017,82
4001032,Richland 01,Caughman Rd Elem,693,336,357,NA,574,81,NA,2017,38
4001034,Richland 01,W G Sanders Middle,440,214,226,NA,375,51,NA,2017,14
4001036,Richland 01,Gadsden Elem,163,77,86,NA,156,0,NA,2017,7
4001037,Richland 01,Gibbes Middle,338,188,150,NA,328,2,NA,2017,8
4001038,Richland 01,A J Lewis Greenview Elem,412,198,214,NA,403,5,NA,2017,4
4001039,Richland 01,Hand Middle,882,431,451,NA,483,298,NA,2017,101
4001040,Richland 01,Hopkins Elem,331,159,172,NA,315,11,NA,2017,5
4001041,Richland 01,Horrell Hill Elem,608,283,325,NA,493,70,NA,2017,45
4001042,Richland 01,Hyatt Park Elem,469,241,228,NA,465,3,NA,2017,1
4001045,Richland 01,Logan Elem,261,125,136,NA,205,47,NA,2017,9
4001046,Richland 01,Meadowfield Elem,710,337,373,NA,511,162,NA,2017,37
4001047,Richland 01,Mill Creek Elem,405,208,197,NA,360,30,NA,2017,15
4001048,Richland 01,A C Moore Elem,375,173,202,NA,135,123,NA,2017,117
4001053,Richland 01,Edward E. Taylor Elementary,311,147,164,NA,304,4,NA,2017,3
4001054,Richland 01,Rosewood Elem,410,208,202,NA,96,290,NA,2017,24
4001055,Richland 01,S Kilbourne Elem,264,122,142,NA,228,19,NA,2017,17
4001056,Richland 01,Satchel Ford Elem,771,367,404,NA,267,463,NA,2017,41
4001059,Richland 01,Sandel Elem,622,319,303,NA,510,19,NA,2017,93
4001060,Richland 01,Rhame Elem,460,233,227,NA,433,15,NA,2017,12
4001062,Richland 01,J P Thomas Elem,389,201,188,NA,377,2,NA,2017,10
4001064,Richland 01,Webber Elem,309,159,150,NA,267,27,NA,2017,15
4001067,Richland 01,W A Perry Middle,349,151,198,NA,342,3,NA,2017,4
4001088,Richland 01,Carver-Lyon Elem,328,171,157,NA,304,8,NA,2017,16
4001089,Richland 01,Burton Pack Elem,547,274,273,NA,538,3,NA,2017,6
4001090,Richland 01,Pine Grove Elem,577,306,271,NA,527,13,NA,2017,37
4001091,Richland 01,Southeast Middle,482,235,247,NA,412,39,NA,2017,31
4001092,Richland 01,Watkins-Nance Elem,383,166,217,NA,375,5,NA,2017,3
4001093,Richland 01,Forest Heights Elem,574,283,291,NA,492,18,NA,2017,64
4001094,Richland 01,Brockman Elem,325,170,155,NA,58,238,NA,2017,29
4001601,Richland 01,Richland One Charter Middle Co,107,68,39,NA,92,9,NA,2017,6
4001603,Richland 01,Carolina Charter for Inquiry,167,80,87,NA,143,23,NA,2017,1
4001905,Richland 01,Pendergrass Fairwold School,89,39,50,NA,76,11,NA,2017,2
4002069,Richland 02,Spring Valley High,2032,995,1037,NA,1103,572,NA,2017,357
4002070,Richland 02,Bethel-Hanberry Elem,726,375,351,NA,359,294,NA,2017,73
4002072,Richland 02,Dent Middle,1213,623,590,NA,738,239,NA,2017,236
4002073,Richland 02,L W Conder Elem,881,435,446,NA,574,39,NA,2017,268
4002074,Richland 02,Forest Lake Elem,589,300,289,NA,384,127,NA,2017,78
4002075,Richland 02,Joseph Keels Elem,659,361,298,NA,576,13,NA,2017,70
4002076,Richland 02,L B Nelson Elem,594,280,314,NA,427,117,NA,2017,50
4002077,Richland 02,Windsor Elem,742,352,390,NA,503,66,NA,2017,173
4002078,Richland 02,E L Wright Middle,1325,655,670,NA,735,332,NA,2017,258
4002079,Richland 02,Richland Northeast High,1406,741,665,NA,996,175,NA,2017,235
4002080,Richland 02,North Springs Elem,729,353,376,NA,532,103,NA,2017,94
4002081,Richland 02,Pontiac Elem,689,346,343,NA,392,173,NA,2017,124
4002082,Richland 02,Summit Parkway Middle,1204,555,649,NA,741,298,NA,2017,165
4002083,Richland 02,Rice Creek Elem,715,338,377,NA,590,67,NA,2017,58
4002084,Richland 02,Ridge View High,1347,691,656,NA,1104,140,NA,2017,103
4002085,Richland 02,Blythewood Middle,820,410,410,NA,415,339,NA,2017,66
4002086,Richland 02,Killian Elem,795,400,395,NA,678,45,NA,2017,72
4002087,Richland 02,Bookman Road Elem,483,232,251,NA,231,196,NA,2017,56
4002089,Richland 02,Lake Carolina Elem,466,217,249,NA,210,190,NA,2017,66
4002090,Richland 02,Round Top Elem,573,276,297,NA,212,304,NA,2017,57
4002091,Richland 02,Kelly Mill Middle,1006,484,522,NA,660,228,NA,2017,118
4002092,Richland 02,Blythewood High,1971,959,1012,NA,964,863,NA,2017,144
4002093,Richland 02,Sandlapper Elem,666,325,341,NA,524,78,NA,2017,64
4002094,Richland 02,Polo Road Elem,702,320,382,NA,367,75,NA,2017,260
4002095,Richland 02,Longleaf Middle,774,374,400,NA,601,102,NA,2017,71
4002096,Richland 02,Bridge Creek Elementary,580,307,273,NA,431,69,NA,2017,80
4002097,Richland 02,Langford Elem,473,240,233,NA,250,172,NA,2017,51
4002098,Richland 02,Muller Road Middle,969,491,478,NA,501,380,NA,2017,88
4002100,Richland 02,Westwood High,1329,626,703,NA,1054,178,NA,2017,97
4002101,Richland 02,Catawba Trail Elementary,620,293,327,NA,250,199,NA,2017,171
4002102,Richland 02,Lake Carolina Elem Upper Campus,491,233,258,NA,184,224,NA,2017,83
4002600,Richland 02,Richland Two Charter High,107,57,50,NA,62,38,NA,2017,7
4101003,Saluda 01,Saluda High,583,276,307,NA,172,257,NA,2017,154
4101005,Saluda 01,Saluda Middle,469,218,251,NA,124,198,NA,2017,147
4101006,Saluda 01,Saluda Elem,361,189,172,NA,129,72,NA,2017,160
4101007,Saluda 01,Saluda Primary,445,215,230,NA,129,98,NA,2017,218
4101010,Saluda 01,Hollywood Elem,397,197,200,NA,49,233,NA,2017,115
4201002,Spartanburg 01,Chapman High,848,422,426,NA,111,658,NA,2017,79
4201003,Spartanburg 01,Landrum High,626,310,316,NA,27,562,NA,2017,37
4201004,Spartanburg 01,T E Mabry Middle,423,201,222,NA,50,329,NA,2017,44
4201006,Spartanburg 01,Campobello-Gramling School,739,343,396,NA,53,638,NA,2017,48
4201007,Spartanburg 01,O P Earle Elem,425,195,230,NA,28,356,NA,2017,41
4201009,Spartanburg 01,Holly Spgs Motlow Elem,429,206,223,NA,20,389,NA,2017,20
4201010,Spartanburg 01,Inman Elem,575,271,304,NA,140,369,NA,2017,66
4201011,Spartanburg 01,New Prospect Elem,416,192,224,NA,38,354,NA,2017,24
4201087,Spartanburg 01,Landrum Middle,255,117,138,NA,13,220,NA,2017,22
4201088,Spartanburg 01,Inman Intermediate,332,161,171,NA,65,224,NA,2017,43
4202012,Spartanburg 02,Boiling Springs High,1679,811,868,NA,237,1172,NA,2017,270
4202013,Spartanburg 02,Chesnee High,620,275,345,NA,56,510,NA,2017,54
4202014,Spartanburg 02,Boiling Springs Middle,1056,528,528,NA,185,632,NA,2017,239
4202015,Spartanburg 02,Boiling Springs Elem,756,373,383,NA,139,530,NA,2017,87
4202018,Spartanburg 02,Chesnee Elem,575,292,283,NA,59,470,NA,2017,46
4202019,Spartanburg 02,Cooley Spgs-Fingerville Elem,308,164,144,NA,30,240,NA,2017,38
4202020,Spartanburg 02,James H Hendrix Elem,673,349,324,NA,161,283,NA,2017,229
4202023,Spartanburg 02,Mayo Elem,273,144,129,NA,13,244,NA,2017,16
4202024,Spartanburg 02,Boiling Springs Intermed,583,304,279,NA,104,378,NA,2017,101
4202025,Spartanburg 02,Boiling Spgs 9th Grade Camp,580,265,315,NA,86,397,NA,2017,97
4202086,Spartanburg 02,Chesnee Middle,529,248,281,NA,57,432,NA,2017,40
4202087,Spartanburg 02,Carlisle-Foster's Grove Elem,442,228,214,NA,54,335,NA,2017,53
4202088,Spartanburg 02,Oakland Elem,626,320,306,NA,60,514,NA,2017,52
4202089,Spartanburg 02,Rainbow Lake Middle,682,317,365,NA,76,546,NA,2017,60
4202090,Spartanburg 02,Shoally Creek Elementary,588,251,337,NA,117,323,NA,2017,148
4203025,Spartanburg 03,Cowpens Middle,409,183,226,NA,59,307,NA,2017,43
4203026,Spartanburg 03,Broome High,884,429,455,NA,129,690,NA,2017,65
4203027,Spartanburg 03,Middle School Of Pacolet,212,109,103,NA,29,164,NA,2017,19
4203028,Spartanburg 03,Cannons Elem,258,118,140,NA,79,135,NA,2017,44
4203030,Spartanburg 03,Cowpens Elem,421,199,222,NA,77,291,NA,2017,53
4203031,Spartanburg 03,Clifdale Elem,314,148,166,NA,58,234,NA,2017,22
4203034,Spartanburg 03,Pacolet Elem,434,220,214,NA,93,307,NA,2017,34
4204035,Spartanburg 04,Woodruff Middle,605,308,297,NA,94,448,NA,2017,63
4204036,Spartanburg 04,Woodruff High,743,352,391,NA,109,562,NA,2017,72
4204040,Spartanburg 04,Woodruff Primary,771,359,412,NA,138,554,NA,2017,79
4204042,Spartanburg 04,Woodruff Elem,601,278,323,NA,108,429,NA,2017,64
4205043,Spartanburg 05,James F Byrnes High,1693,822,871,NA,402,1091,NA,2017,200
4205045,Spartanburg 05,D R Hill Middle,622,306,316,NA,136,385,NA,2017,101
4205046,Spartanburg 05,Duncan Elem,643,302,341,NA,229,293,NA,2017,121
4205049,Spartanburg 05,Reidville Elem,315,164,151,NA,37,253,NA,2017,25
4205052,Spartanburg 05,Wellford Acad Of Science/Tech,501,224,277,NA,152,276,NA,2017,73
4205089,Spartanburg 05,Beech Springs Intermed,626,298,328,NA,175,367,NA,2017,84
4205090,Spartanburg 05,River Ridge Elem,749,370,379,NA,180,468,NA,2017,101
4205091,Spartanburg 05,Berry Shoals Intermed,615,289,326,NA,98,438,NA,2017,79
4205092,Spartanburg 05,Florence Chapel Middle,647,321,326,NA,136,442,NA,2017,69
4205093,Spartanburg 05,James F Byrnes Freshman Acad,628,297,331,NA,145,403,NA,2017,80
4205094,Spartanburg 05,Abner Creek Academy,595,275,320,NA,103,412,NA,2017,80
4205095,Spartanburg 05,Lyman Elementary,672,317,355,NA,83,459,NA,2017,130
4206053,Spartanburg 06,Dorman High,2477,1256,1221,NA,885,1112,NA,2017,480
4206054,Spartanburg 06,Fairforest Middle,872,406,466,NA,272,226,NA,2017,374
4206056,Spartanburg 06,L E Gable Middle,782,380,402,NA,169,547,NA,2017,66
4206057,Spartanburg 06,Arcadia Elem,748,354,394,NA,175,145,NA,2017,428
4206058,Spartanburg 06,Fairforest Elem,758,375,383,NA,157,370,NA,2017,231
4206060,Spartanburg 06,R P Dawkins Middle,834,384,450,NA,351,346,NA,2017,137
4206061,Spartanburg 06,Lone Oak Elem,340,166,174,NA,96,60,NA,2017,184
4206062,Spartanburg 06,Pauline Glenn Sprgs Elem,464,223,241,NA,25,394,NA,2017,45
4206065,Spartanburg 06,Jesse S Bobo Elem,507,274,233,NA,328,78,NA,2017,101
4206066,Spartanburg 06,West View Elem,800,383,417,NA,330,308,NA,2017,162
4206067,Spartanburg 06,Woodland Hgts Elem,416,201,215,NA,279,80,NA,2017,57
4206086,Spartanburg 06,Roebuck Elem,794,390,404,NA,281,438,NA,2017,75
4206088,Spartanburg 06,Anderson Mill Elem,713,345,368,NA,226,405,NA,2017,82
4206089,Spartanburg 06,Dorman High Freshman Campus,851,423,428,NA,267,418,NA,2017,166
4207068,Spartanburg 07,Carver Middle,551,267,284,NA,430,50,NA,2017,71
4207071,Spartanburg 07,McCracken Middle,713,312,401,NA,220,434,NA,2017,59
4207073,Spartanburg 07,Spartanburg High,1893,938,955,NA,993,667,NA,2017,233
4207074,Spartanburg 07,Jesse Boyd Elem,477,255,222,NA,157,278,NA,2017,42
4207075,Spartanburg 07,E P Todd School,846,454,392,NA,527,186,NA,2017,133
4207077,Spartanburg 07,Cleveland Academy of Leadership,604,275,329,NA,503,30,NA,2017,71
4207079,Spartanburg 07,Houston Elem,306,151,155,NA,201,71,NA,2017,34
4207082,Spartanburg 07,Pine St Elem,682,377,305,NA,175,467,NA,2017,40
4207084,Spartanburg 07,W Herbert Chapman Elem,425,201,224,NA,214,92,NA,2017,119
4207085,Spartanburg 07,Mary H Wright Elem,537,260,277,NA,468,39,NA,2017,30
4207200,Spartanburg 07,Meeting St Acad-Spartanburg,172,90,82,NA,148,16,NA,2017,8
4207800,Spartanburg 07,District 7 Early Learning Ctr,163,64,99,NA,118,25,NA,2017,20
4301002,Sumter 01,Ebenezer Middle,360,182,178,NA,258,70,NA,2017,32
4301003,Sumter 01,Furman Middle,741,360,381,NA,381,308,NA,2017,52
4301004,Sumter 01,Hillcrest Middle,424,204,220,NA,240,144,NA,2017,40
4301006,Sumter 01,Mayewood Middle,154,68,86,NA,136,13,NA,2017,5
4301008,Sumter 01,Cherryvale Elementary,381,177,204,NA,275,91,NA,2017,15
4301009,Sumter 01,FJ Delaine Elementary,169,70,99,NA,148,16,NA,2017,5
4301010,Sumter 01,RE Davis Elementary,299,156,143,NA,259,27,NA,2017,13
4301012,Sumter 01,High Hills Elementary,500,239,261,NA,281,162,NA,2017,57
4301014,Sumter 01,Manchester Elementary,450,217,233,NA,214,209,NA,2017,27
4301016,Sumter 01,Oakland Primary,631,308,323,NA,349,224,NA,2017,58
4301017,Sumter 01,Rafting Creek Elementary,169,87,82,NA,153,5,NA,2017,11
4301019,Sumter 01,Shaw Heights Elementary,501,252,249,NA,273,184,NA,2017,44
4301021,Sumter 01,Alice Drive Middle,949,493,456,NA,473,414,NA,2017,62
4301022,Sumter 01,Bates Middle,676,340,336,NA,471,178,NA,2017,27
4301024,Sumter 01,Sumter High,2271,1095,1176,NA,1444,747,NA,2017,80
4301026,Sumter 01,Alice Drive Elementary,822,418,404,NA,373,399,NA,2017,50
4301029,Sumter 01,Crosswell Drive Elementary,590,302,288,NA,514,36,NA,2017,40
4301031,Sumter 01,Lemira Elementary,531,264,267,NA,467,22,NA,2017,42
4301033,Sumter 01,Millwood Elementary,812,407,405,NA,410,353,NA,2017,49
4301038,Sumter 01,Wilder Elementary,516,261,255,NA,417,87,NA,2017,12
4301039,Sumter 01,Willow Drive Elementary,665,331,334,NA,535,81,NA,2017,49
4301040,Sumter 01,Pocalla Springs Elementary,870,433,437,NA,386,435,NA,2017,49
4301041,Sumter 01,Kingsbury Elementary,814,391,423,NA,523,256,NA,2017,35
4301042,Sumter 01,Crestwood High,1174,590,584,NA,818,281,NA,2017,75
4301043,Sumter 01,Lakewood High,1092,523,569,NA,613,417,NA,2017,62
4301044,Sumter 01,Chestnut Oaks Middle,364,178,186,NA,307,26,NA,2017,31
4401002,Union 01,Jonesville Middle,144,70,74,NA,39,101,NA,2017,4
4401003,Union 01,Lockhart School,58,29,29,NA,7,51,NA,2017,0
4401004,Union 01,Sims Middle,654,325,329,NA,289,353,NA,2017,12
4401005,Union 01,Union County High,1072,525,547,NA,451,602,NA,2017,19
4401007,Union 01,Buffalo Elem,601,276,325,NA,287,304,NA,2017,10
4401012,Union 01,Foster Park Elem,513,232,281,NA,310,187,NA,2017,16
4401014,Union 01,Jonesville Elementary,380,186,194,NA,135,236,NA,2017,9
4401017,Union 01,Monarch Elem,490,248,242,NA,209,279,NA,2017,2
4401403,Union 01,Lockhart School ANNEX,104,51,53,NA,19,82,NA,2017,3
4501006,Williamsburg 01,Hemingway High,304,139,165,NA,282,18,NA,2017,4
4501007,Williamsburg 01,Kingstree Middle Magnet School,404,190,214,NA,361,37,NA,2017,6
4501008,Williamsburg 01,Kingstree Senior High,603,294,309,NA,565,30,NA,2017,8
4501012,Williamsburg 01,C E Murray High,306,155,151,NA,297,5,NA,2017,4
4501013,Williamsburg 01,Anderson Primary,474,229,245,NA,438,29,NA,2017,7
4501017,Williamsburg 01,Greeleyville Elem,253,120,133,NA,235,14,NA,2017,4
4501021,Williamsburg 01,Kenneth Gardner Elem,406,208,198,NA,377,19,NA,2017,10
4501024,Williamsburg 01,Hemingway Elem,445,217,228,NA,390,47,NA,2017,8
4501025,Williamsburg 01,Hemingway MB Lee Middle,205,99,106,NA,187,17,NA,2017,1
4501027,Williamsburg 01,C.E. Murray Middle,122,50,72,NA,114,6,NA,2017,2
4501613,Williamsburg 01,D P Cooper Charter School,537,267,270,NA,518,19,NA,2017,0
4601003,York 01,York Comprehensive High,1557,765,792,NA,336,1076,NA,2017,145
4601008,York 01,Jefferson Elem,463,208,255,NA,122,302,NA,2017,39
4601044,York 01,York Middle School,757,363,394,NA,133,549,NA,2017,75
4601045,York 01,Hickory Grove-Sharon Elem,418,226,192,NA,57,337,NA,2017,24
4601046,York 01,Hunter Street Elem,447,224,223,NA,97,293,NA,2017,57
4601047,York 01,Cotton Belt Elem,423,200,223,NA,132,250,NA,2017,41
4601048,York 01,York Intermediate,654,305,349,NA,156,420,NA,2017,78
4601049,York 01,Harold C. Johnson Elementary,468,224,244,NA,141,236,NA,2017,91
4602010,York 02,Clover High,2168,1031,1137,NA,277,1714,NA,2017,177
4602011,York 02,Bethany Elem,398,207,191,NA,25,335,NA,2017,38
4602012,York 02,Bethel Elem,463,211,252,NA,41,384,NA,2017,38
4602013,York 02,Clover Middle,809,378,431,NA,117,623,NA,2017,69
4602014,York 02,Kinard Elem,396,192,204,NA,98,278,NA,2017,20
4602016,York 02,Oakridge Middle,940,476,464,NA,108,750,NA,2017,82
4602018,York 02,Larne Elementary,552,260,292,NA,77,424,NA,2017,51
4602047,York 02,Griggs Road Elem,486,253,233,NA,52,387,NA,2017,47
4602051,York 02,Crowders Creek Elem,684,307,377,NA,87,518,NA,2017,79
4602052,York 02,Oakridge Elementary,641,313,328,NA,74,505,NA,2017,62
4603015,York 03,Castle Heights Middle,789,405,384,NA,269,412,NA,2017,108
4603016,York 03,Northwestern High,1880,931,949,NA,759,908,NA,2017,213
4603017,York 03,Rock Hill High,1969,1000,969,NA,615,1041,NA,2017,313
4603018,York 03,W C Sullivan Middle,739,353,386,NA,260,304,NA,2017,175
4603019,York 03,Rawlinson Road Middle,620,317,303,NA,303,267,NA,2017,50
4603020,York 03,Belleview Elem,535,232,303,NA,327,157,NA,2017,51
4603022,York 03,Ebenezer Ave Elem,390,186,204,NA,184,117,NA,2017,89
4603023,York 03,Ebinport Elem,621,303,318,NA,209,286,NA,2017,126
4603026,York 03,Finley Road Elem,368,168,200,NA,257,96,NA,2017,15
4603027,York 03,Lesslie Elem,322,147,175,NA,31,233,NA,2017,58
4603029,York 03,Northside Elem,578,313,265,NA,243,247,NA,2017,88
4603030,York 03,Oakdale Elem,497,219,278,NA,333,144,NA,2017,20
4603031,York 03,Richmond Dr Elem,662,307,355,NA,202,321,NA,2017,139
4603032,York 03,Rosewood Elem,553,270,283,NA,248,218,NA,2017,87
4603033,York 03,Sunset Park Center for Accelerated Studies,449,208,241,NA,248,178,NA,2017,23
4603034,York 03,The Childrens School At Sylvia,165,79,86,NA,112,48,NA,2017,5
4603035,York 03,York Road Elem,380,186,194,NA,219,127,NA,2017,34
4603036,York 03,Independence Elem,495,237,258,NA,184,224,NA,2017,87
4603037,York 03,Mt Gallant Elem,507,244,263,NA,204,273,NA,2017,30
4603038,York 03,Saluda Trail Middle,831,413,418,NA,465,315,NA,2017,51
4603039,York 03,India Hook Elem,592,275,317,NA,139,377,NA,2017,76
4603040,York 03,Old Pointe Elem,570,301,269,NA,261,257,NA,2017,52
4603041,York 03,South Pointe High,1328,667,661,NA,716,563,NA,2017,49
4603042,York 03,Dutchman Creek Middle,972,459,513,NA,333,517,NA,2017,122
4603043,York 03,Mount Holly Elementary,489,233,256,NA,180,272,NA,2017,37
4603602,York 03,Palmetto School-Children's Attention Home,21,11,10,NA,15,6,NA,2017,0
4603800,York 03,Central Child Development Ctr,398,185,213,NA,183,158,NA,2017,57
4604036,York 04,Ft Mill High,2127,1035,1092,NA,257,1652,NA,2017,218
4604037,York 04,Ft Mill Middle,843,423,420,NA,123,617,NA,2017,103
4604042,York 04,Riverview Elem,684,316,368,NA,132,449,NA,2017,103
4604043,York 04,Ft Mill Elem,809,402,407,NA,150,551,NA,2017,108
4604048,York 04,Gold Hill Elem,838,406,432,NA,104,516,NA,2017,218
4604049,York 04,Gold Hill Middle,919,470,449,NA,77,736,NA,2017,106
4604051,York 04,Orchard Park Elem,773,385,388,NA,97,614,NA,2017,62
4604052,York 04,Springfield Elem,684,338,346,NA,116,420,NA,2017,148
4604053,York 04,Springfield Middle,746,353,393,NA,98,487,NA,2017,161
4604054,York 04,Nation Ford High,1932,947,985,NA,307,1334,NA,2017,291
4604055,York 04,Pleasant Knoll Elementary,626,299,327,NA,53,444,NA,2017,129
4604056,York 04,Sugar Creek Elementary,787,368,419,NA,83,426,NA,2017,278
4604057,York 04,Banks Trail Middle,796,409,387,NA,110,611,NA,2017,75
4604058,York 04,Tega Cay Elementary,780,392,388,NA,37,644,NA,2017,99
4604059,York 04,Doby's Bridge Elementary,807,395,412,NA,64,641,NA,2017,102
4701002,SC Public Charter School District,Calhoun Falls Charter,154,79,75,NA,81,71,NA,2017,2
4701003,SC Public Charter School District,SC Connections Academy,4089,2222,1867,NA,634,3091,NA,2017,364
4701004,SC Public Charter School District,SC Virtual Charter School,3024,1706,1318,NA,569,2332,NA,2017,123
4701006,SC Public Charter School District,Spartanburg Preparatory School,383,206,177,NA,189,154,NA,2017,40
4701007,SC Public Charter School District,SC Calvert Academy,195,106,89,NA,70,110,NA,2017,15
4701008,SC Public Charter School District,Odyssey Online Learning School,360,225,135,NA,54,274,NA,2017,32
4701010,SC Public Charter School District,Palmetto Scholars Academy,480,223,257,NA,98,326,NA,2017,56
4701011,SC Public Charter School District,York Preparatory Academy,1554,741,813,NA,307,1145,NA,2017,102
4701013,SC Public Charter School District,East Pointe Academy,510,292,218,NA,205,232,NA,2017,73
4701014,SC Public Charter School District,SC Whitmore School,351,207,144,NA,45,284,NA,2017,22
4701015,SC Public Charter School District,Royal Live Oaks Academy,619,328,291,NA,221,156,NA,2017,242
4701016,SC Public Charter School District,Imagine Columbia Leadership Academy,123,65,58,NA,118,2,NA,2017,3
4701017,SC Public Charter School District,Youth Leadership Academy Charter,140,66,74,NA,3,130,NA,2017,7
4701019,SC Public Charter School District,Cape Romain Environ. Ed.,175,77,98,NA,17,150,NA,2017,8
4701020,SC Public Charter School District,Fox Creek High,574,259,315,NA,96,455,NA,2017,23
4701021,SC Public Charter School District,Midlands Middle College,114,51,63,NA,35,76,NA,2017,3
4701022,SC Public Charter School District,Coastal Leadership Academy,126,58,68,NA,10,94,NA,2017,22
