district_id,district_alt,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,percent_pov_given,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty,report_card_year,district,school,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,supername,chair,teacher_count
4201999,Spartanburg 01,5018,2388,2629,1.0,344,3924,2944.0,2021,,750,47.58868074930251,52.39139099242727,0.0199282582702271,6.85532084495815,78.19848545237146,14.946193702670389,58.66879234754882,2021.0,Spartanburg School District One,Spartanburg School District One,D,121 Wheeler Street,Campobello,SC,29322.0,PK-12,5047.0,864-472-2846,https://www.spart1.org/,"Ronald W. Garner, Ed. D.","Ronald W. Garner, Ed. D.",Travis Sloan,351.0
4202999,Spartanburg 02,10482,5126,5356,0.0,1385,7211,6046.0,2021,,1886,48.90288112955543,51.09711887044457,0.0,13.213127265788971,68.79412325892005,17.992749475290974,57.679832093112005,2021.0,Spartanburg School District Two,Spartanburg School District Two,D,3231 Old Furnace Rd,Chesnee,SC,29323.0,PK-12,10459.0,864-578-0128,https://www.spart2.org,Mr. Lance Radford,Mr. Lance Radford,Mr. Brandon McKillop,628.0
4203999,Spartanburg 03,2616,1253,1363,0.0,372,1800,1864.0,2021,,444,47.89755351681958,52.10244648318043,0.0,14.220183486238533,68.80733944954129,16.972477064220186,71.25382262996942,2021.0,Spartanburg School District Three,Spartanburg School District Three,D,3535 Clifton Glendale Road,Spartanburg,SC,29307.0,PK-12,2629.0,864-279-6000,www.spartanburg3.org,Mr. Kenny Blackwood,Mr. Kenny Blackwood,Mr. Chris Jolley,184.0
4204999,Spartanburg 04,2750,1327,1423,0.0,362,1832,1877.0,2021,,556,48.25454545454546,51.74545454545455,0.0,13.163636363636364,66.61818181818182,20.21818181818182,68.25454545454545,2021.0,Spartanburg School District Four,Spartanburg School District Four,D,118 McEdco Road ,Woodruff,SC,29388.0,PK-12,2718.0,864-476-3186,https://www.spartanburg4.org/,Dr. W. Rallie Liston,Dr. W. Rallie Liston,Mr. Melvin Brewton,172.0
4205999,Spartanburg 05,9153,4451,4702,0.0,1771,5307,4810.0,2021,,2075,48.62886485305364,51.37113514694636,0.0,19.3488473724462,57.980989839396926,22.67016278815689,52.55107614989621,2021.0,Spartanburg School District 5,Spartanburg School District 5,D,Spartanburg School District Five 100 North Danzler Road,Duncan,SC,29334.0,PK-12,9028.0,864-949-2350,www.spart5.net,Dr. Randall Gary,Dr. Randall Gary,Mrs. Julie McMakin,642.0
4206999,Spartanburg 06,11281,5515,5766,0.0,3362,4436,7435.0,2021,,3483,48.88750997252016,51.11249002747983,0.0,29.80232248914103,39.32275507490471,30.87492243595426,65.90727772360606,2021.0,Spartanburg County School District Six,Spartanburg County School District Six,D,1390 Cavalier Way,Roebuck,SC,29376.0,PK-12,11254.0,864-576-4212,www.spart6.org,Dr. Darryl Owings,Dr. Darryl Owings,Mr. Lynn Harris,755.0
4207999,Spartanburg 07,6974,3446,3528,0.0,3621,2150,5016.0,2021,,1203,49.412102093490105,50.587897906509895,0.0,51.92142242615429,30.828792658445654,17.249784915400056,71.92429022082018,2021.0,Spartanburg School District Seven,Spartanburg School District Seven,D,610 Dupre Drive ,Spartanburg,SC,29307.0,PK-12,7052.0,864-594-4400,www.spartanburg7.org,Mr. Jeff Stevens,Mr. Jeff Stevens,Mr. Sanders Lee,655.0
4301999,Sumter 01,15447,7625,7822,0.0,9723,4290,11660.0,2021,,1434,49.36233572862045,50.63766427137956,0.0,62.94426102155758,27.772382986987765,9.283355991454652,75.48391273386417,2021.0,Sumter Schools,Sumter Schools,D,1345 Wilson Hall Road,Sumter,SC,29151.0,PK-12,15586.0,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935.0
4401999,Union 01,3740,1807,1933,0.0,1375,1947,2946.0,2021,,418,48.31550802139037,51.68449197860963,0.0,36.76470588235294,52.05882352941177,11.176470588235295,78.77005347593582,2021.0,Union County Schools,Union County Schools,D,130 West Main Street,Union,SC,29379.0,PK-12,3814.0,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Joey Haney,Mr. Gene Lipsey,269.0
4501999,Williamsburg 01,3147,1548,1599,0.0,2849,201,2882.0,2021,,97,49.18970448045758,50.81029551954243,0.0,90.53066412456307,6.3870352716873215,3.082300603749603,91.57928185573562,2021.0,Williamsburg County School District,Williamsburg County School District,D,500 N. Academy Street,Kingstree,SC,29556.0,PK-12,3194.0,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,Dr. Rose H. Wilder,,198.0
4601999,York 01,4834,2319,2515,0.0,892,3077,3253.0,2021,,865,47.97269342159702,52.02730657840298,0.0,18.4526272238312,63.65328920148945,17.894083574679353,67.29416632188664,2021.0,York School District One,York School District One,D,1475 East Liberty St,York,SC,29745.0,PK-12,4889.0,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Kelly Coxe,Diane Howell,362.0
4602999,York 02,8325,4012,4313,0.0,845,6120,2846.0,2021,,1360,48.19219219219219,51.807807807807805,0.0,10.15015015015015,73.51351351351352,16.336336336336334,34.186186186186184,2021.0,Clover School District (York 2),Clover School District (York 2),D,604 Bethel Street,Clover,SC,29710.0,PK-12,8372.0,803-810-8000,https://www.clover.k12.sc.us/,Dr. Sheila Quinn,Dr. Sheila Quinn,Mack McCarter,594.0
4603999,York 03,16458,8012,8446,0.0,6661,6674,10164.0,2021,,3123,48.68149228338802,51.31850771661198,0.0,40.47271843480375,40.55170737635193,18.97557418884433,61.75720014582574,2021.0,Rock Hill School District (York 3),Rock Hill School District (York 3),D,386 E. Black St.,Rock Hill,SC,29730.0,PK-12,16652.0,803-981-1000,https://www.rock-hill.k12.sc.us/,Dr. William Cook,Dr. William Cook,Helena Miller,1265.0
4604999,York 04,16930,8259,8671,0.0,1830,10989,3610.0,2021,,4111,48.78322504430006,51.21677495569994,0.0,10.809214412285884,64.90844654459539,24.282339043118725,21.32309509746013,2021.0,Fort Mill School District - York 4,Fort Mill School District - York 4,D,2233 Deerfield Dr.,Fort Mill,SC,29715.0,PK-12,16883.0,803-548-2527,http://www.fortmillschools.org,"James N. Epps, Jr. Ph.D.","James N. Epps, Jr. Ph.D.",Kristy Spears,1225.0
4701999,SC Public Charter School District ,15434,7800,7634,0.0,4210,8202,7668.0,2021,,3021,50.53777374627446,49.46222625372554,0.0,27.277439419463523,53.1424128547363,19.57366852403784,49.6825191136452,2021.0,South Carolina Public Charter School District,South Carolina Public Charter School District,D,1824 Barnwell 29201,Columbia,SC,29201.0,PK-12,15773.0,8039609686,sccharter.org,Chris Neeley,Chris Neeley,John Payne,1096.0
4801999,Charter Institute at Erskine Erskine,22248,11377,10871,0.0,5020,14032,12281.0,2021,,3196,51.137180870190576,48.862819129809424,0.0,22.563825961884216,63.07083782811939,14.365336209996403,55.20046745774901,2021.0,Charter Institute At Erskine,Charter Institute At Erskine,D,1201 Main Street Ste. 300,Columbia,SC,29201.0,PK-12,23750.0,8038492465,https://erskinecharters.org/,Cameron Runyan,Cameron Runyan,Robert Gustafson,919.0
5205999,John de la Howe,30,15,15,0.0,4,24,4.0,2021,,2,50.0,50.0,0.0,13.333333333333334,80.0,6.666666666666667,13.333333333333334,2021.0,Governor's School For Agriculture At John De La Howe,Governor's School For Agriculture At John De La Howe,D,,,,,10-11,33.0,,,,,,
5207999,SC School for the Deaf and the Blind,176,85,91,0.0,75,66,155.0,2021,,35,48.29545454545455,51.70454545454546,0.0,42.61363636363637,37.5,19.88636363636364,88.06818181818183,2021.0,SC School For The Deaf And The Blind,SC School For The Deaf And The Blind,D,,,,,PK-12,173.0,,,,,,92.0
5208999,Department of Juvenile Justice,406,46,360,0.0,296,84,305.0,2021,,24,11.330049261083744,88.66995073891626,0.0,72.9064039408867,20.6896551724138,5.911330049261084,75.1231527093596,2021.0,South Carolina Department Of Juvenile Justice,South Carolina Department Of Juvenile Justice,D,220 Executive Center,Columbia,SC,29210.0,5-12,376.0,803-896-9110,https://djj.sc.gov/,Floyd Lyles,Floyd Lyles,Director Freddie Pough,59.0
5209999,Department of Corrections,275,11,264,0.0,205,57,208.0,2021,,13,4.0,96.0,0.0,74.54545454545455,20.727272727272727,4.727272727272728,75.63636363636364,,,,,,,,,,,,,,,,
5364999,Governor's School for  the Arts and Humanities,226,145,81,0.0,31,149,46.0,2021,,46,64.15929203539822,35.84070796460177,0.0,13.716814159292037,65.929203539823,20.35398230088496,20.35398230088496,2021.0,SC Governor's School For The Arts And Humanities,SC Governor's School For The Arts And Humanities,D,15 University Street,Greenville,SC,29601.0,10-12,228.0,864-282-3777,www.scgsah.org,Cedric Adderley,Cedric Adderley,Chad Prosser,8.0
5395999,Governor's School for Science and Mathematics,252,137,115,0.0,16,164,36.0,2021,,72,54.36507936507936,45.63492063492063,0.0,6.349206349206349,65.07936507936508,28.57142857142857,14.285714285714285,2021.0,SC Governor's School for Science and Mathematics,SC Governor's School for Science and Mathematics,D,401 Railroad Avenue,Hartsville,SC,29550.0,11-12,261.0,843-383-3900,www.scgssm.org,Mr. Daniel S. Dorsel,Mr. Daniel S. Dorsel,Mr. Robert Brown,24.0
160999,Abbeville 60,2956,1405,1551,0.0,1020,1814,2063.0,2020,,122,47.53044654939107,52.46955345060893,0.0,34.50608930987821,61.36671177266576,4.127198917456021,69.79025710419485,2021.0,Abbeville County School District,Abbeville County School District,D,400 Greenville St,Abbeville,SC,29620.0,PK-12,2924.0,864-366-5427,acsdsc.org,Dr. Mason Gary,Dr. Mason Gary,Brad Evans,223.0
201999,Aiken 01,24024,11595,12429,0.0,8010,11833,15232.0,2020,,4181,48.26423576423576,51.73576423576424,0.0,33.341658341658345,49.25491175491176,17.403429903429902,63.4032634032634,2021.0,Aiken County Public School District,Aiken County Public School District,D,1000 Brookhaven Drive,Aiken,SC,29803.0,PK-12,22538.0,803-641-2428,http://www.acpsd.net,Mr. King Laurence,Mr. King Laurence,Dr. John Bradley,1546.0
301999,Allendale 01,1089,550,539,0.0,1016,33,1038.0,2020,,40,50.505050505050505,49.494949494949495,0.0,93.29660238751148,3.0303030303030303,3.6730945821854912,95.31680440771348,2021.0,Allendale County Schools,Allendale County Schools,D,3249 Allendale-Fairfax Hwy,Fairfax,SC,29827.0,PK-12,1071.0,8035844603,https://www.acs.k12.sc.us/,Dr. Margaret Gilmore,Dr. Margaret Gilmore,Not applicable,79.0
401999,Anderson 01,10238,4979,5259,0.0,659,8129,5168.0,2020,,1450,48.63254541902715,51.36745458097285,0.0,6.4368040632936125,79.40027349091619,14.162922445790194,50.4786091033405,2021.0,Anderson School District One,Anderson School District One,D,801 N. Hamilton Street,Williamston,SC,29697.0,PK-12,10116.0,8648477344,https://www.anderson1.org,Mr. G. Robbie Binnicker,Mr. G. Robbie Binnicker,Mrs. Nancy Upton,615.0
402999,Anderson 02,3650,1827,1823,0.0,524,2762,2375.0,2020,,364,50.05479452054794,49.945205479452056,0.0,14.356164383561644,75.67123287671232,9.972602739726028,65.06849315068493,2021.0,Anderson School District Two,Anderson School District Two,D,10990 BHP Hwy,Honea Path,SC,29654.0,PK-12,3404.0,864-369-7364,http://www.anderson2.org,Donald Andrews,Donald Andrews,Jimmy Ouzts,224.0
403999,Anderson 03,2591,1302,1289,0.0,211,2130,1886.0,2020,,250,50.25086839058278,49.74913160941721,0.0,8.14357390968738,82.20764183712852,9.6487842531841,72.79042840602085,2021.0,Anderson School District Three,Anderson School District Three,D,335 West Front Street,Iva,SC,29655.0,PK-12,2549.0,864-348-6196,https://acsd3.org,Kathy D. Hipp,Kathy D. Hipp,Mr. Tripp Bouknight,173.0
404999,Anderson 04,2861,1367,1494,0.0,417,2171,1728.0,2020,,273,47.780496329954566,52.21950367004544,0.0,14.57532331352674,75.88255854596295,9.542118140510311,60.398462076197134,2021.0,Anderson District 4,Anderson District 4,D,315 East Queen Street,Pendleton,SC,29670.0,PK-12,2755.0,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dee Christopher,Dr. Tom Dobbins,193.0
405999,Anderson 05,13130,6400,6730,0.0,4310,6530,8708.0,2020,,2290,48.743335872048746,51.25666412795125,0.0,32.82559025133283,49.73343488194973,17.44097486671744,66.32140137090632,2021.0,Anderson School District Five,Anderson School District Five,D,400 Pearman Dairy Rd,Anderson,SC,29621.0,PK-12,12771.0,864-260-5000,www.anderson5.net,Thomas A. Wilson,Thomas A. Wilson,Rick Bradshaw,850.0
501999,Bamberg 01,1236,620,616,0.0,688,489,960.0,2020,,59,50.16181229773464,49.83818770226537,0.0,55.663430420711975,39.56310679611651,4.773462783171521,77.66990291262135,2021.0,Bamberg School District 1,Bamberg School District 1,D,3830 Faust Street,Bamberg,SC,29003.0,PK-12,1194.0,803-245-3053,https://www.bamberg1.net,Dottie Brown,Dottie Brown,Mrs. Janeth Walker,90.0
502999,Bamberg 02,645,328,317,0.0,619,12,607.0,2020,,14,50.85271317829457,49.14728682170543,0.0,95.968992248062,1.8604651162790693,2.1705426356589146,94.10852713178296,2021.0,Bamberg School District 2,Bamberg School District 2,D,Holly St,Denmark,SC,29042.0,PK-12,639.0,803-793-3346,https://sc02209464.schoolwires.net/,Dr. Thelma Sojourner,Dr. Thelma Sojourner,Beverly Bonaparte,53.0
619999,Barnwell 19,593,295,298,0.0,471,84,545.0,2020,,38,49.747048903878586,50.25295109612141,0.0,79.42664418212479,14.165261382799327,6.408094435075886,91.90556492411469,2021.0,Barnwell School District 19,Barnwell School District 19,D,446 Country Club Road,Blackville,SC,29817.0,PK-12,565.0,803-284-5605,www.barnwell19.k12.sc.us,David W. Corder,David W. Corder,Karen Jowers,34.0
629999,Barnwell 29,816,404,412,0.0,456,294,634.0,2020,,66,49.50980392156863,50.49019607843137,0.0,55.88235294117647,36.02941176470589,8.088235294117647,77.69607843137256,2021.0,Williston School District (Barnwell 29),Williston School District (Barnwell 29),D,12255 Main Street,Williston,SC,29853.0,PK-12,802.0,8032667878,www.williston.k12.sc.us,Dr. Marcella Shaw,Dr. Marcella Shaw,Ronald Brown,58.0
645999,Barnwell 45,2102,1034,1068,0.0,992,894,1622.0,2020,,215,49.19124643196955,50.80875356803045,0.0,47.19314938154139,42.53092293054234,10.22835394862036,77.16460513796385,2021.0,Barnwell School District 45,Barnwell School District 45,D,770 Hagood Avenue,Barnwell,SC,29812.0,PK-12,2038.0,803-541-1300,https://www.barnwell45.org/,Crystal Stapleton,Crystal Stapleton,Rosey Anderson,137.0
701999,Beaufort 01,22258,10757,11501,0.0,5692,8764,12775.0,2020,,7802,48.32869080779944,51.67130919220055,0.0,25.572827747326805,39.3746068829185,35.052565369754696,57.39509389882289,2021.0,Beaufort County School District,Beaufort County School District,D,PO Drawer 309,Beaufort,SC,29901.0,PK-12,21219.0,843-322-2300,http://beaufortschools.net/,Dr. Frank Rodriguez,Dr. Frank Rodriguez,Dr. Christina Gwozdz,1710.0
801999,Berkeley 01,36913,17941,18972,0.0,10531,17893,21051.0,2020,,8489,48.60347303118143,51.39652696881858,0.0,28.529244439628314,48.47343754232927,22.997318018042424,57.02868907972801,2021.0,Berkeley County School District,Berkeley County School District,D,107 East Main Street,Moncks Corner,SC,29461.0,PK-12,36575.0,843-899-8600,http://www.bcsdschools.net/,Dr. Eddie Ingram,Dr. Eddie Ingram,Mr. David Barrow,2293.0
901999,Calhoun 01,1688,816,872,0.0,936,602,1331.0,2020,,150,48.34123222748815,51.65876777251185,0.0,55.45023696682464,35.66350710900474,8.886255924170616,78.85071090047393,2021.0,Calhoun County Schools,Calhoun County Schools,D,125 Herlong Avenue,Saint Matthews,SC,29135.0,PK-12,1590.0,8036557310,ccpsonline.net,Dr. Steve Aaron Wilson,Dr. Steve Aaron Wilson,Gary Porth,119.0
1001999,Charleston 01,49941,24476,25465,0.0,17605,24250,25703.0,2020,,8085,49.00983160128952,50.99016839871048,0.0,35.2515968843235,48.55729761118119,16.189103141707214,51.46673074227589,2021.0,Charleston County School District,Charleston County School District,D,75 Calhoun Street,Charleston,SC,29401.0,PK-12,48330.0,843-937-6300,https://www.ccsdschools.com/,Dr. Gerrita Postlewait,Dr. Gerrita Postlewait,Rev. Dr. Eric Mack,3651.0
1101999,Cherokee 01,8536,4173,4363,0.0,2273,5311,6299.0,2020,,952,48.887066541705714,51.112933458294286,0.0,26.628397375820057,62.21883786316776,11.152764761012184,73.7933458294283,2021.0,Cherokee County School District 1,Cherokee County School District 1,D,141 Twin Lake Road,Gaffney,SC,29341.0,PK-12,7882.0,864-206-2201,www.cherokee1.org/home,Dr. Dana Fall,Dr. Dana Fall,Mr. Johnny Sarratt,589.0
1201999,Chester 01,5008,2439,2569,0.0,2284,2239,3935.0,2020,,485,48.70207667731629,51.2979233226837,0.0,45.60702875399361,44.70846645367412,9.684504792332268,78.57428115015975,2021.0,Chester County School District,Chester County School District,D,509 District Office Drive,Chester,SC,29706.0,PK-12,4860.0,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Dr. Antwon Sutton,Mr. Doug Shannon,370.0
1301999,Chesterfield 01,6993,3402,3591,0.0,2607,3434,5271.0,2020,,952,48.64864864864865,51.35135135135135,0.0,37.28013728013728,49.10624910624911,13.613613613613614,75.37537537537537,2021.0,Chesterfield County School District,Chesterfield County School District,D,401 West Blvd,Chesterfield,SC,29709.0,PK-12,6772.0,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,J. Harrison Goodwin,Wesley R. Miles,478.0
1401999,Clarendon 01,682,335,347,0.0,626,31,678.0,2020,,25,49.120234604105576,50.87976539589442,0.0,91.78885630498532,4.545454545454546,3.6656891495601176,99.41348973607036,2021.0,Clarendon 1,Clarendon 1,D,PO Box 38 12 South Church Street,Summerton,SC,29148.0,PK-12,654.0,8034852325,,Barbara Ragin Champagne,Barbara Ragin Champagne,Tony Junious,46.0
1402999,Clarendon 02,2867,1389,1478,0.0,1772,818,2465.0,2020,,277,48.44785490059296,51.55214509940704,0.0,61.806766655040114,28.53156609696547,9.66166724799442,85.97837460760377,2021.0,Clarendon School District Two,Clarendon School District Two,D,15 Major Drive,Manning,SC,29102.0,PK-12,2604.0,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Dr. Shawn Johnson,Ethel W. Sweat,150.0
1403999,Clarendon 03,1283,638,645,0.0,293,908,801.0,2020,,82,49.727201870615744,50.272798129384256,0.0,22.837100545596257,70.77162899454403,6.391270459859704,62.43180046765393,2021.0,Clarendon 3,Clarendon 3,D,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162.0,PK-12,1236.0,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.","Connie J. Dennis, Ph.D.",Jason Newsome,78.0
1501999,Colleton 01,5329,2634,2695,0.0,2478,2217,4485.0,2020,,634,49.42765997372865,50.57234002627135,0.0,46.500281478701446,41.60255207355977,11.897166447738789,84.16213173203228,2021.0,Colleton County School District,Colleton County School District,D,500 Forest Circle,WALTERBORO,SC,29488.0,PK-12,5138.0,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Mr. John Tidal,Patricia Simmons,325.0
1601999,Darlington 01,9741,4831,4910,0.0,4857,3664,7636.0,2020,,1220,49.59449748485782,50.40550251514219,0.0,49.8614105327995,37.61420798685967,12.524381480340828,78.39030900318242,2021.0,Darlington County School District,Darlington County School District,D,120 E Smith Avenue,Darlington,SC,29532.0,PK-12,9239.0,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Dr. Timothy Newman,Warren Jeffords,660.0
1703999,Dillon 03,1575,767,808,0.0,515,913,1127.0,2020,,147,48.698412698412696,51.3015873015873,0.0,32.698412698412696,57.96825396825397,9.333333333333334,71.55555555555554,2021.0,Dillon School District Three,Dillon School District Three,D,205 King Street,Lattta,SC,29565.0,PK-12,1546.0,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.","Dr John M. Kirby, Jr.",Kyle Berry,77.0
1704999,Dillon 04,3966,1940,2026,0.0,2309,1076,3664.0,2020,,581,48.91578416540595,51.08421583459405,0.0,58.219868885526985,27.13061018658598,14.64952092788704,92.38527483610692,2021.0,Dillon School District Four,Dillon School District Four,D,1738 Highway 301 North,Dillon,SC,29536.0,PK-12,3901.0,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,D. Ray Rogers,"Earl Gleason, Jr.",236.0
1802999,Dorchester 02,25971,12637,13334,0.0,7413,13662,13367.0,2020,,4896,48.658118670825154,51.34188132917485,0.0,28.543375303222824,52.60482846251588,18.851796234261293,51.4689461322244,2021.0,Dorchester School District Two,Dorchester School District Two,D,115 Devon Road,Summerville,SC,29483.0,PK-12,24684.0,843-873-2901,https://www.ddtwo.org,Joseph R. Pye,Joseph R. Pye,Tanya Robinson/Gail Hughes,1596.0
1804999,Dorchester 04,2253,1046,1207,0.0,1034,951,1653.0,2020,,266,46.42698624056813,53.573013759431866,0.0,45.89436307146028,42.2103861517976,11.80648024855748,73.36884154460719,2021.0,Dorchester District Four,Dorchester District Four,D,500 Ridge St.,St. George,SC,29477.0,PK-12,2101.0,843-563-4535,https://www.dorchester4.k12.sc.us/home,Dr. Kelvin Wymbs,Dr. Kelvin Wymbs,Mrs. Phyllis Hughes,154.0
1901999,Edgefield 01,3331,1645,1686,0.0,1269,1620,2146.0,2020,,442,49.3845691984389,50.61543080156109,0.0,38.09666766736716,48.63404383068148,13.269288501951364,64.4250975682978,2021.0,Edgefield County School District,Edgefield County School District,D,3 Par Drive,Johnston,SC,29832.0,PK-12,3207.0,803-275-4601,https://ecsd.edgefield.k12.sc.us/,Dr. Kevin L. O’Gorman,Dr. Kevin L. O’Gorman,Mrs. Robin Ball,249.0
2001999,Fairfield 01,2536,1263,1273,0.0,2143,256,2231.0,2020,,137,49.80283911671924,50.19716088328076,0.0,84.5031545741325,10.094637223974765,5.402208201892744,87.97318611987382,2021.0,Fairfield County School District,Fairfield County School District,D,1226 US Highway 321 By-Pass south,Winnsboro,SC,29180.0,PK-12,2414.0,803-635-4607,https://www.fairfield1.org/,Dr. J.R. Green,Dr. J.R. Green,Henry Miller,255.0
2101999,Florence 01,15793,7827,7965,1.0,8305,5525,10788.0,2020,,1962,49.55993161527259,50.43373646552271,0.0063319192047109,52.586588995124416,34.983853606027985,12.42322547964288,68.3087443804217,2021.0,Florence One Schools,Florence One Schools,D,319 South Irby Street,Florence,SC,29501.0,PK-12,15186.0,843-669-4141,www.f1s.org,Richard O'Malley,Richard O'Malley,Porter Stewart,1165.0
2102999,Florence 02,1085,533,552,0.0,386,595,774.0,2020,,104,49.12442396313364,50.87557603686636,0.0,35.576036866359445,54.83870967741935,9.5852534562212,71.33640552995392,2021.0,Florence County School District 2,Florence County School District 2,D,2121 South Pamplico Highway,Pamplico,SC,29583.0,PK-12,1094.0,843-493-2502,https://www.fsd2.org/,"Neal Vincent, Ed.D.","Neal Vincent, Ed.D.",Mr. Robert Singletary,71.0
2103999,Florence 03,3315,1653,1661,1.0,2108,933,2937.0,2020,,274,49.86425339366516,50.10558069381599,0.0301659125188536,63.589743589743584,28.144796380090497,8.265460030165912,88.5972850678733,2021.0,Florence School District Three,Florence School District Three,D,125 S. Blanding St,Lake City,SC,29560.0,PK-12,3263.0,843-374-8652,125 S. Blanding St,Dr. Laura Hickson,Dr. Laura Hickson,Barbara Bryant,232.0
2104999,Florence 04,687,335,352,0.0,552,55,639.0,2020,,80,48.7627365356623,51.2372634643377,0.0,80.34934497816593,8.005822416302767,11.644832605531295,93.0131004366812,2021.0,Florence 4,Florence 4,D,304 Kemper Street  ,Timmonsville,SC,29161.0,PK-12,681.0,843-346-3956,www.florence4.k12.sc.us,Dan Strickland,Teresa Gamble - Executive District Administrator,Lille Joe,43.0
2105999,Florence 05,1201,599,602,0.0,340,778,851.0,2020,,83,49.875104079933394,50.124895920066606,0.0,28.309741881765195,64.77935054121565,6.910907577019152,70.85761865112407,2021.0,Florence School District Five,Florence School District Five,D,156 East Marion Street,Johnsonville,SC,29555.0,PK-12,1180.0,843-386-2358,https://www.fsd5.org/,Randy Smiley,Randy Smiley,Faith Truesdale,86.0
2201999,Georgetown 01,9056,4419,4637,0.0,3931,4394,6152.0,2020,,731,48.7963780918728,51.2036219081272,0.0,43.407685512367486,48.52031802120141,8.071996466431095,67.93286219081273,2021.0,Georgetown County School District,Georgetown County School District,D,2018 Church Street,Georgetown,SC,29440.0,PK-12,8479.0,843-436-7000,www.gcsd.k12.sc.us,Mr. Keith Price,Mr. Keith Price,Mr. Jim Dumm,645.0
2301999,Greenville 01,76964,37451,39513,0.0,17338,40491,43425.0,2020,,19135,48.66041266046463,51.33958733953536,0.0,22.527415414999226,52.61031131438075,24.86227327062003,56.4224832389169,2021.0,The School District Of Greenville County,The School District Of Greenville County,D,301 E. Camperdown Way,Greenville,SC,29601.0,PK-12,74094.0,864-355-3100,www.greenville.k12.sc.us,"W. Burke Royster, PhD","W. Burke Royster, PhD",Lynda Leventis-Wells,5032.0
2450999,Greenwood 50,8742,4296,4446,0.0,3724,3384,6441.0,2020,,1634,49.14207275223061,50.85792724776938,0.0,42.598947609242735,38.70967741935484,18.691374971402425,73.67879203843513,2021.0,Greenwood School District 50,Greenwood School District 50,D,1855 Calhoun Road,Greenwood,SC,29649.0,PK-12,8646.0,864-941-5400,www.gwd50.org,Dr. Steve Glenn,Dr. Steve Glenn,Ken Cobb,614.0
2451999,Greenwood 51,960,463,497,0.0,151,703,733.0,2020,,106,48.22916666666666,51.770833333333336,0.0,15.729166666666666,73.22916666666667,11.041666666666666,76.35416666666667,2021.0,Ware Shoals School District 51,Ware Shoals School District 51,D,56 S Greenwood Ave,Ware Shoals,SC,29692.0,PK-12,934.0,8644567496,www.gwd51.org,Dr. Fay Sprouse,Dr. Fay Sprouse,Mr. Shanon Calvert,66.0
2452999,Greenwood 52,1555,751,804,0.0,349,1105,973.0,2020,,101,48.29581993569132,51.70418006430868,0.0,22.443729903536976,71.06109324758843,6.495176848874598,62.57234726688103,2021.0,Greenwood School District 52,Greenwood School District 52,D,605 Johnston Road,Ninety Six,SC,29666.0,PK-12,1492.0,864-543-3100,www.greenwood52.org,Dr. Rex S. Ward,Dr. Rex S. Ward,Mr. Jeff Chapman,104.0
2501999,Hampton 01,2110,1047,1063,0.0,1130,844,1665.0,2020,,136,49.62085308056872,50.379146919431285,0.0,53.55450236966824,40.0,6.4454976303317535,78.90995260663507,2021.0,Hampton District One,Hampton District One,D,372 E Pine Street,Varnville,SC,29944.0,PK-12,1948.0,803-943-4576,www.hampton1.org,Dr. Ronald Wilcox,Dr. Ronald Wilcox,"Phillip Strother, Sr.",142.0
2502999,Hampton 02,679,345,334,0.0,632,15,627.0,2020,,32,50.8100147275405,49.189985272459495,0.0,93.0780559646539,2.2091310751104567,4.712812960235641,92.34167893961708,2021.0,Hampton 2,Hampton 2,D,,,,,PK-12,645.0,,,,,,47.0
2601999,Horry 01,45604,22117,23487,0.0,8357,27489,29512.0,2020,,9758,48.49793877730024,51.502061222699766,0.0,18.32514691693711,60.27760722743619,21.397245855626696,64.71362161213928,2021.0,Horry County Schools,Horry County Schools,D,335 Four Mile Road,Conway,SC,29577.0,PK-12,44479.0,843-488-6700,www.horrycountyschools.net,Dr. Rick Maxey,Dr. Rick Maxey,Ken Richardson,3113.0
